Page Number,Archive / Non Archive,Financial Year,Name of the Insurer,UIN,Product Name,Date of Approval,Documents,Type Of Product,document_link
40,Non-Archived,2020-2021,The New India Assurance Co. Ltd.,NIAHLIP21238V022021,Family Mediclaim 2012 Policy,09-11-2020,NIAHLIP21238V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/NIAHLIP21238V022021_2020-2021.pdf/b19193b9-6f0e-ec3b-fe70-207722ad2baa?version=1.1&t=1668594726687&download=true
40,Non-Archived,2020-2021,The New India Assurance Co. Ltd.,NIAHLIP21237V022021,New India Sixty Plus Mediclaim Policy,09-11-2020,NIAHLIP21237V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/NIAHLIP21237V022021_2020-2021.pdf/a8018865-7771-50c6-bbc6-5b63d21ffa3b?version=1.1&t=1668594669929&download=true
40,Non-Archived,2020-2021,The New India Assurance Co. Ltd.,NIAHLIP21233V022021,New India Asha Kiran Policy,09-11-2020,NIAHLIP21233V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/NIAHLIP21233V022021_2020-2021.pdf/c3fd866a-dba2-3b40-3179-a14aae9a16ff?version=1.1&t=1668594547233&download=true
40,Non-Archived,2020-2021,The New India Assurance Co. Ltd.,NIAHLIP21096V012021,"Corona Rakshak Policy,The New India Assurance Co. Ltd.",07-10-2020,NIAHLIP21096V012021_2020-2021.pdf,Individual,https://irdai.gov.in/documents/37343/931203/NIAHLIP21096V012021_2020-2021.pdf/e39a4fc2-592f-dcef-3789-6dabe2e42f68?version=1.1&t=1668594508117&download=true
40,Non-Archived,2020-2021,The New India Assurance Co. Ltd.,NIAHLIP21277V042021,New India Mediclaim Policy,18-09-2020,NIAHLIP21277V042021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/NIAHLIP21277V042021_2020-2021.pdf/31273485-8a70-a74c-04be-e4847c286349?version=1.1&t=1668594892782&download=true
40,Non-Archived,2020-2021,The Oriental Insurance Co. Ltd.,OICHLIP447V022021,Oriental Happy Cash – Nischint Rahein!,25-09-2020,OICHLIP447V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/OICHLIP447V022021_2020-2021.pdf/6b360546-3ba2-54d3-7584-b201cb358a33?version=1.1&t=1668589923428&download=true
41,Non-Archived,2020-2021,The Oriental Insurance Co. Ltd.,OICHLIP453V022021,Oriental Super Health Top- Up,25-09-2020,OICHLIP453V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/OICHLIP453V022021_2020-2021.pdf/35e54aa5-62db-c390-ffce-cc9827f6fa1f?version=1.1&t=1668590026390&download=true
41,Non-Archived,2019-2020,Aditya Birla Health Insurance Co.Ltd,ADIHLIP20079V011920,Super Health Plus Top up,20-11-2019,ADIHLIP20079V011920_2019-2020.pdf,New,https://irdai.gov.in/documents/37343/931203/ADIHLIP20079V011920_2019-2020.pdf/fc894330-33ef-e89d-26e6-2d62b1fcb36c?version=1.1&t=1668511107777&download=true
41,Non-Archived,2020-2021,The Oriental Insurance Co. Ltd.,OICHLIP21529V022021,Universal Health Insurance Policy (Individual),30-09-2020,OICHLIP21529V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/OICHLIP21529V022021_2020-2021.pdf/1ef67e0d-1099-3bd6-e816-d1ccca253a27?version=1.1&t=1668590068769&download=true
41,Non-Archived,2020-2021,The Oriental Insurance Co. Ltd.,OICHLIP21530V022021,Micro Swasthya Bima Policy (Individual),30-09-2020,OICHLIP21530V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/OICHLIP21530V022021_2020-2021.pdf/513c21c2-4bf6-8c32-46f7-bc97eded90c7?version=1.1&t=1668590102482&download=true
41,Non-Archived,2020-2021,The Oriental Insurance Co. Ltd.,OICHLIP21531V022021,Micro Universal Health Insurance Policy (Individual),30-09-2020,OICHLIP21531V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/OICHLIP21531V022021_2020-2021.pdf/f4f02071-9e43-e88d-8b83-7311f60852da?version=1.1&t=1668590138670&download=true
41,Non-Archived,2020-2021,United India Insurance Co,UIIHLIP20013V032021,Family Medicare Policy Revision,30-09-2020,UIIHLIP20013V032021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/UIIHLIP20013V032021_2020-2021.pdf/7b896646-41b9-24a4-17a9-f42fccc3c253?version=1.1&t=1668590188396&download=true
41,Non-Archived,2020-2021,United India Insurance Co. Ltd.,UIIHLGP21226V022021,Group Health Policy,09-07-2020,UIIHLGP21226V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/UIIHLGP21226V022021_2020-2021.pdf/3761fa7d-ef8c-7d8d-2b7a-2dd44eb41f25?version=1.1&t=1668590224936&download=true
41,Non-Archived,2020-2021,United India Insurance Co. Ltd.,UIIHLGP21251V022021,Uni Group Health Insurance Policy,15-09-2020,UIIHLGP21251V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/UIIHLGP21251V022021_2020-2021.pdf/1016f2e6-25fd-7f0e-a426-d71ac3813c48?version=1.1&t=1668590261125&download=true
41,Non-Archived,2020-2021,Aditya Birla Health Insurance Co. Ltd,ADIHLAP21588V012021,Super reload Rider,18-02-2021,Health Super Reload Rider.pdf,Group Health Rider,https://irdai.gov.in/documents/37343/931203/Health+Super+Reload+Rider.pdf/b96e6166-728e-a54b-7c49-b39ad9836034?version=1.1&t=1668922027799&download=true
41,Non-Archived,2019-2020,Aditya Birla Helath Insurance Co,ADIHLIP20001V011920,Active Care,04-03-2019,ADIHLIP20001V011920_2019-2020.pdf,New,https://irdai.gov.in/documents/37343/931203/ADIHLIP20001V011920_2019-2020.pdf/0acad0fc-026d-54e3-5e22-8d6d0be00f3a?version=1.1&t=1668511334784&download=true
41,Non-Archived,2020-2021,Aditya Birla Health Insurance Co. Ltd,ADIHLAP21589V012021,Additional S.I. for Pandemic and Epidemic Rider,18-02-2021,Additional S.I. for Pandemic and Epidemic Rider.pdf,Group Health Rider,https://irdai.gov.in/documents/37343/931203/Additional+S.I.+for+Pandemic+and+Epidemic+Rider.pdf/71a7825b-1bb6-38b2-fb46-f55b3ca55236?version=1.1&t=1668922162512&download=true
41,Non-Archived,2020-2021,Aditya Birla Health Insurance Co. Ltd,ADIHLAP21591V012021,Super No Claim Bonus Rider,18-02-2021,Super No Claim Bonus Rider.pdf,Group Health,https://irdai.gov.in/documents/37343/931203/Super+No+Claim+Bonus+Rider.pdf/fbf0edca-5381-e3ee-a9dd-6f269c1b21e3?version=1.1&t=1668922429498&download=true
41,Non-Archived,2020-2021,Aditya Birla Health Insurance Co. Ltd,ADIPAIP21628V012021,Saral Suraksha Bima,31-03-2021,Saral Suraksha Bima.pdf,Health Individual,https://irdai.gov.in/documents/37343/931203/Saral+Suraksha+Bima.pdf/ac953482-3301-b0c4-6c32-c7c60493be2f?version=1.1&t=1668922557733&download=true
41,Non-Archived,2020-2021,Star Health and Allied Insurance Co. Ltd.,SHAHLGP21058V022021,Star Group Health Insurance Policy – Gold (For Bank Customers),24-06-2020,Star Group Health Insurance Policy – Gold (For Bank Customers).pdf,Group Health,https://irdai.gov.in/documents/37343/931203/Star+Group+Health+Insurance+Policy+%E2%80%93+Gold+%28For+Bank+Customers%29.pdf/f72ef6a5-dd83-a49a-b878-cd33f807d1e4?version=1.2&t=1668922895205&download=true
41,Non-Archived,2020-2021,Max Bupa Health Insurance Co. Ltd,MAXHLGP21002V012021,Health Multiplier,07-04-2020,MAXHLGP21002V012021.pdf,Group,https://irdai.gov.in/documents/37343/931203/MAXHLGP21002V012021.pdf/d29e188e-b0d8-04f8-3d9e-592d5f08dfb4?version=1.0&t=1671208631702&download=true
41,Non-Archived,2019-2020,Acko General Insurance Co. Ltd.,ACKHLIP20183V011920,"Arogya Sanjeevani Policy, Acko General Insurance Ltd",04-01-2020,ACKHLIP20183V011920_2019-2020.pdf,New,https://irdai.gov.in/documents/37343/931203/ACKHLIP20183V011920_2019-2020.pdf/4be7c51c-9483-9517-d04e-a526e601f44b?version=1.1&t=1668510453603&download=true
41,Non-Archived,2019-2020,Aditya Birla Health Insurance Co Ltd,ADIHLIP20170V011920,"ArogyaSanjeevani Policy, Aditya Birla Health Insurance Company Limited",31-03-2020,ADIHLIP20170V011920_2019-2020.pdf,New,https://irdai.gov.in/documents/37343/931203/ADIHLIP20170V011920_2019-2020.pdf/4436815b-247c-06d5-3d14-112905fdf817?version=1.1&t=1668511041948&download=true
41,Non-Archived,2019-2020,Aditya Birla Health Insurance Co.Ltd,ADIHLIP19051V011920,Global Health Secure,22-08-2019,ADIHLIP19051V011920_2019-2020.pdf,New,https://irdai.gov.in/documents/37343/931203/ADIHLIP19051V011920_2019-2020.pdf/4b7de163-ac07-6bbf-2325-566baa95d2a3?version=1.1&t=1668511074016&download=true
41,Non-Archived,2020-2021,Aditya Birla Health Insurance Co. Ltd,ADIHLAP21590V012021,Tele OPD Consultation Rider,18-02-2021,Tele OPD Consultation Rider.pdf,Group health rider,https://irdai.gov.in/documents/37343/931203/Tele+OPD+Consultation+Rider.pdf/bd3b80dc-bcb8-d8bf-0fcf-2512e1491e6b?version=1.1&t=1668922308815&download=true
41,Non-Archived,2020-2021,The Oriental Insurance Co. Ltd.,OICHLIP448V022021,Health of Privileged Elders,25-09-2020,OICHLIP448V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/OICHLIP448V022021_2020-2021.pdf/e40b8911-9866-bba6-9318-1e44fb08ed1d?version=1.1&t=1668589962009&download=true
42,Non-Archived,2019-2020,Bharti Axa General Insurance Co Ltd,BHAHLIP2014V011920,"Arogya Sanjeevani Policy,Bharti Axa General Insurance Co Ltd",18-03-2020,BHAHLIP2014V011920_2019-2020.pdf,New,https://irdai.gov.in/documents/37343/931203/BHAHLIP2014V011920_2019-2020.pdf/76041573-c868-20cc-0879-dab3d697e982?version=1.1&t=1668511834660&download=true
42,Non-Archived,2019-2020,Bharti Axa General Insuarnce Co Ltd,BHAHLIP20108V011920,Bharti Axa Smart Super Health Assure  Policy,21-01-2020,BHAHLIP20108V011920_2019-2020.pdf,Individual,https://irdai.gov.in/documents/37343/931203/BHAHLIP20108V011920_2019-2020.pdf/48ce5480-c994-d5b8-71af-6b773661b95b?version=1.1&t=1668511788705&download=true
42,Non-Archived,2019-2020,Future Generali India Insurance Co Ltd,FGIHLIP20069V021920,Surakshit Loan Bima,11-07-2019,FGIHLIP20069V021920_2019-2020.pdf,Revision,https://irdai.gov.in/documents/37343/931203/FGIHLIP20069V021920_2019-2020.pdf/02508b21-27ce-76d4-548d-8e150dfb37ef?version=1.1&t=1668512463425&download=true
42,Non-Archived,2019-2020,Future Generali India Insurance Co Ltd,FGIHLGP20069V021920,Surakshit Loan Bima,10-11-2019,FGIHLGP20069V021920_2019-2020.pdf,Individual,https://irdai.gov.in/documents/37343/931203/FGIHLGP20069V021920_2019-2020.pdf/7bd013dd-241c-f399-aec9-87f235449650?version=1.1&t=1668512430019&download=true
42,Non-Archived,2019-2020,Future Generali India Insurance Co Ltd,FGITIDP20115V011920,Shubh Yatra,31-01-2019,FGITIDP20115V011920_2019-2020.pdf,Individual,https://irdai.gov.in/documents/37343/931203/FGITIDP20115V011920_2019-2020.pdf/852688f3-cdb5-cc16-2b02-dbe98b861242?version=1.1&t=1668512359086&download=true
42,Non-Archived,2019-2020,Edelweiss General Insurance Co. Ltd,EDLHLIA19033V011920,Edelweiss New Born Care Add-on,07-01-2019,EDLHLIA19033V011920_2019-2020.pdf,New,https://irdai.gov.in/documents/37343/931203/EDLHLIA19033V011920_2019-2020.pdf/088b94ef-0a8b-cef3-208d-1cd5369ea27a?version=1.1&t=1668512298486&download=true
42,Non-Archived,2019-2020,Edelweiss General Insurance Co Limited,EDLHLIP20158V011920,"Arogya Sanjeevani Policy, Edelweiss General Insurance Company Limited",26-03-2020,EDLHLIP20158V011920_2019-2020.pdf,New,https://irdai.gov.in/documents/37343/931203/EDLHLIP20158V011920_2019-2020.pdf/1e1ca835-8ca7-2d94-fff6-447d26fa67c9?version=1.1&t=1668512233870&download=true
42,Non-Archived,2019-2020,DHFL General Insurance Limited,DHFHLIP20024V011920,COCO Seasonal Byte,25-05-2019,DHFHLIP20024V011920_2019-2020.pdf,Group,https://irdai.gov.in/documents/37343/931203/DHFHLIP20024V011920_2019-2020.pdf/e3512af3-6f5d-2008-628c-8b356950f1ee?version=1.1&t=1668512057922&download=true
42,Non-Archived,2019-2020,Chola MS General Insurance Co.Ltd,CHOHLIP20107V011920,Flexi Health,20-01-2020,CHOHLIP20107V011920_2019-2020.pdf,Individual,https://irdai.gov.in/documents/37343/931203/CHOHLIP20107V011920_2019-2020.pdf/635b9057-8f43-e796-d8b3-e1dabb0af722?version=1.1&t=1668511963526&download=true
42,Non-Archived,2019-2020,Chola MS General Insurance Co Ltd,CHOHLIP20153V011920,"ArogyaSanjeevani Policy,Chola MS",24-03-2020,CHOHLIP20153V011920_2019-2020.pdf,New,https://irdai.gov.in/documents/37343/931203/CHOHLIP20153V011920_2019-2020.pdf/5e80e5c4-575f-6282-a903-41f8484985d3?version=1.1&t=1668511919383&download=true
42,Non-Archived,2019-2020,Go Digit Gen Ins Co Ltd,GODHLIP20168V011920,"Arogya Sanjeevani Policy, Go Digit",31-03-2020,GODHLIP20168V011920_2019-2020.pdf,New,https://irdai.gov.in/documents/37343/931203/GODHLIP20168V011920_2019-2020.pdf/937e1909-d759-1565-7e56-70e7cdb8a6b2?version=1.1&t=1668512638037&download=true
42,Non-Archived,2019-2020,Bajaj Allianz General Insurance Co. Ltd,BAJHLIP20164V011920,"ArogyaSanjeevani Policy, Bajaj Allianz General Insurance Co Ltd",27-03-2020,BAJHLIP20164V011920_2019-2020.pdf,New,https://irdai.gov.in/documents/37343/931203/BAJHLIP20164V011920_2019-2020.pdf/f1edb180-43d1-a1c1-12f6-3a3821bb6386?version=1.1&t=1668511689301&download=true
42,Non-Archived,2019-2020,Bajaj Allianz General Insurance Co Ltd,BAJHLIP20147V021920,Extra Care Plus,18-03-2020,BAJHLIP20147V021920_2019-2020.pdf,Individual,https://irdai.gov.in/documents/37343/931203/BAJHLIP20147V021920_2019-2020.pdf/2b9eea69-e915-1b85-f909-5ede3d73685d?version=1.1&t=1668511646099&download=true
42,Non-Archived,2019-2020,Bajaj Allianz General Insuarnce Co. Ltd,BAJTIOP20086V011920,Travel Ace (International ),12-06-2019,BAJTIOP20086V011920_2019-2020.pdf,New,https://irdai.gov.in/documents/37343/931203/BAJTIOP20086V011920_2019-2020.pdf/292bc338-7a38-8b1b-f800-f90a9b59c6c1?version=1.1&t=1668511599585&download=true
42,Non-Archived,2019-2020,Bajaj Allianz General Insuarnce Co. Ltd,BAJHLIP20055V011920,Health Infinity,09-09-2019,BAJHLIP20055V011920_2019-2020.pdf,New,https://irdai.gov.in/documents/37343/931203/BAJHLIP20055V011920_2019-2020.pdf/0f2c26e3-1ff7-555c-f089-14db3afd90a6?version=1.1&t=1668511563014&download=true
42,Non-Archived,2019-2020,Apollo Munich Health Insurance Co,APOHLIP19013V011920,Hospital Daily Cash Rider,30-04-2019,APOHLIP19013V011920_2019-2020.pdf,New,https://irdai.gov.in/documents/37343/931203/APOHLIP19013V011920_2019-2020.pdf/2dce75bf-f5c8-2126-17ee-0fe399e55f37?version=1.1&t=1668511513462&download=true
42,Non-Archived,2019-2020,Apollo Munich Health Insurance Co,APOHLIP19006V011920,Protectore Rider,04-10-2019,APOHLIP19006V011920_2019-2020.pdf,New,https://irdai.gov.in/documents/37343/931203/APOHLIP19006V011920_2019-2020.pdf/c3d4efeb-7abc-705f-bcd4-fd4e18ea65b8?version=1.1&t=1668511465102&download=true
42,Non-Archived,2019-2020,Apollo Munich Health Insurance Co,APOPAIP19004V011920,Individual Personal Accident Rider,04-10-2019,APOPAIP19004V011920_2019-2020.pdf,New,https://irdai.gov.in/documents/37343/931203/APOPAIP19004V011920_2019-2020.pdf/017cadf0-db68-baa1-9210-b4a87e189883?version=1.1&t=1668511428173&download=true
42,Non-Archived,2019-2020,Apollo Munich Health Insurance Co,APOHLIP19005V021920,Health On Revision,04-10-2019,APOHLIP19005V021920_2019-2020.pdf,Revision,https://irdai.gov.in/documents/37343/931203/APOHLIP19005V021920_2019-2020.pdf/fc891159-084d-751d-988f-e9f8b8042dd5?version=1.1&t=1668511378647&download=true
42,Non-Archived,2019-2020,Future Generali India Insurance Co. Ltd,FGIHLIP20160V011920,"Arogya Sanjeevani Policy, Future Generali India Insurance Company Limited",27-03-2020,FGIHLIP20160V011920_2019-2020.pdf,New,https://irdai.gov.in/documents/37343/931203/FGIHLIP20160V011920_2019-2020.pdf/57c94e92-55b4-e3b2-dc0d-950dee887559?version=1.1&t=1668512595006&download=true
43,Non-Archived,2019-2020,Go Digit General Insurance Ltd,GODPAIP19072V011920,Digit Total Protect Policy,24-10-2019,GODPAIP19072V011920_2019-2020.pdf,New,https://irdai.gov.in/documents/37343/931203/GODPAIP19072V011920_2019-2020.pdf/7cecd8c4-33bd-0eb8-bc09-48a01630354b?version=1.1&t=1668512716504&download=true
43,Non-Archived,2019-2020,Go Digit General Insurance Ltd,GODHLIP19045V011920,The Digit Healthcare plus policy,08-09-2019,GODHLIP19045V011920_2019-2020.pdf,New,https://irdai.gov.in/documents/37343/931203/GODHLIP19045V011920_2019-2020.pdf/7032de54-54a1-b5bc-cf21-7511b0782755?version=1.1&t=1668512672412&download=true
43,Non-Archived,2019-2020,HDFC ERGO General Insurance Co,HDFHLIP19025V011920,health Women Suraksha,06-04-2019,HDFHLIP19025V011920_2019-2020.pdf,Retail,https://irdai.gov.in/documents/37343/931203/HDFHLIP19025V011920_2019-2020.pdf/99a2bc0b-0e3a-f845-d9fb-680fccd4276f?version=1.1&t=1668512764549&download=true
43,Non-Archived,2019-2020,HDFC ERGO General Insurance Co,HDFHCSA20020V011920,Health Hospital Cash Benefit - Add on - CSC,16-05-2019,HDFHCSA20020V011920_2019-2020.pdf,csc,https://irdai.gov.in/documents/37343/931203/HDFHCSA20020V011920_2019-2020.pdf/7b22954e-4118-dcfd-2653-ee35cb774e98?version=1.1&t=1668512958036&download=true
43,Non-Archived,2019-2020,HDFC Ergo General Insurance Co Ltd,HDFHLIP20037V011920,health Critical Suraksha Plus,07-10-2019,HDFHLIP20037V011920_2019-2020.pdf,New,https://irdai.gov.in/documents/37343/931203/HDFHLIP20037V011920_2019-2020.pdf/db47fcfc-f9c4-88ac-7e53-561ed3d34b11?version=1.1&t=1668513006304&download=true
43,Non-Archived,2019-2020,HDFC Ergo General Insurance Co Ltd,HDFHLIP20049V041920,Health Suraksha,19-08-2019,HDFHLIP20049V041920_2019-2020.pdf,New,https://irdai.gov.in/documents/37343/931203/HDFHLIP20049V041920_2019-2020.pdf/5e53595e-5ff2-9178-0fc3-ab5dd35ae7de?version=1.1&t=1668513144786&download=true
43,Non-Archived,2019-2020,HDFC Ergo General Insurance Co Ltd,HDFHLIP20070V011920,Sampoorna Suraksha,15-10-2019,HDFHLIP20070V011920_2019-2020.pdf,New,https://irdai.gov.in/documents/37343/931203/HDFHLIP20070V011920_2019-2020.pdf/93c881fa-27a8-de1b-1115-653047d8c39e?version=1.1&t=1668513260064&download=true
43,Non-Archived,2019-2020,HDFC ERGO General Insurance Co.Ltd.,HDFHLIP20175V011920,"Arogya Sanjeevani Policy, HDFC ERGO",31-03-2020,HDFHLIP20175V011920_2019-2020.pdf,New,https://irdai.gov.in/documents/37343/931203/HDFHLIP20175V011920_2019-2020.pdf/373db1de-0bba-d643-d01d-35009a1701de?version=1.1&t=1668513317892&download=true
43,Non-Archived,2019-2020,HDFC Ergo Health Insurance Co Ltd,APOHLIP20106V051920,Optima Restore,14-01-2020,APOHLIP20106V051920_2019-2020.pdf,Individual,https://irdai.gov.in/documents/37343/931203/APOHLIP20106V051920_2019-2020.pdf/98914a3f-33dc-7b44-b67a-6b65386590b5?version=1.1&t=1668513370722&download=true
43,Non-Archived,2019-2020,HDFC Ergo Health Insurance Co Ltd,HDHHLIP20131V051920,Easy Health,27-02-2020,HDHHLIP20131V051920_2019-2020.pdf,Revision,https://irdai.gov.in/documents/37343/931203/HDHHLIP20131V051920_2019-2020.pdf/af7fe31d-40ec-9e87-1cd0-3fd5919b60c0?version=1.1&t=1668513409659&download=true
43,Non-Archived,2019-2020,HDFC ERGO General Insurance Co,HDFHCSA20019V011920,Health Critical Illness - Add on - CSC,16-05-2019,HDFHCSA20019V011920_2019-2020.pdf,csc,https://irdai.gov.in/documents/37343/931203/HDFHCSA20019V011920_2019-2020.pdf/2ef556a3-988f-b880-79d2-853621803303?version=1.1&t=1668512812407&download=true
43,Non-Archived,2019-2020,HDFC ERGO Health Insurance  Ltd,HDHHLIP20176V011920,"Arogya Sanjeevani Policy, HDFC ERGO Health",31-03-2020,HDHHLIP20176V011920_2019-2020.pdf,New,https://irdai.gov.in/documents/37343/931203/HDHHLIP20176V011920_2019-2020.pdf/6bc5bc65-ef1b-3f06-6cd5-c4df63dfede0?version=1.1&t=1668513457121&download=true
43,Non-Archived,2019-2020,ICICI Lombard General Insurance Co ltd,ICIPAGP20122V021920,Group Safe Guard,02-05-2020,ICIPAGP20122V021920_2019-2020.pdf,Group,https://irdai.gov.in/documents/37343/931203/ICIPAGP20122V021920_2019-2020.pdf/951ef4a0-3ab2-2ce5-3bfa-3265ed3f4252?version=1.1&t=1668513502951&download=true
43,Non-Archived,2019-2020,ICICI Lombard General Insurance Co ltd,ICIHLGP20123V021920,Inome Protect,02-05-2020,ICIHLGP20123V021920_2019-2020.pdf,Group,https://irdai.gov.in/documents/37343/931203/ICIHLGP20123V021920_2019-2020.pdf/ace635a1-9217-d3e8-88f3-b330af022cc8?version=1.1&t=1668513540449&download=true
43,Non-Archived,2019-2020,ICICI Lombard General Insurance Co ltd,ICIHLIP20127V011920,Family Shield,13-02-2020,ICIHLIP20127V011920_2019-2020.pdf,Individual,https://irdai.gov.in/documents/37343/931203/ICIHLIP20127V011920_2019-2020.pdf/11d2e0af-0a83-d2ca-8f28-a57019a26377?version=1.1&t=1668513622248&download=true
43,Non-Archived,2019-2020,ICICI Lombard General  Insurance Co. Ltd,ICIHLIP20178V011920,"Arogya Sanjeevani Policy , ICICI Lombard",31-03-2020,ICIHLIP20178V011920_2019-2020.pdf,New,https://irdai.gov.in/documents/37343/931203/ICIHLIP20178V011920_2019-2020.pdf/0e87719f-3d9a-0d9c-5cfa-b91dcf71855e?version=1.1&t=1668513666697&download=true
43,Non-Archived,2019-2020,IFFCO TOKIO General Insurance Co. Ltd.,IFFHLIP19036V011920,Iffco Tokio Critical Illness Benefit Policy,07-10-2019,IFFHLIP19036V011920_2019-2020.pdf,New,https://irdai.gov.in/documents/37343/931203/IFFHLIP19036V011920_2019-2020.pdf/c3f586a5-e9d0-3ee2-5d03-8bc096de7755?version=1.1&t=1668513765730&download=true
43,Non-Archived,2019-2020,IFFCO TOKIO General Insurance Co. Ltd.,IFFHLIP20068V011920,Swasthya Raksha Bima,10-07-2019,IFFHLIP20068V011920_2019-2020.pdf,New,https://irdai.gov.in/documents/37343/931203/IFFHLIP20068V011920_2019-2020.pdf/69854036-b0b5-20a4-0c21-b32208ecf21f?version=1.1&t=1668513813490&download=true
43,Non-Archived,2019-2020,IFFCO TOKIO General Insurance Co. Ltd.,IFFHLIP20071V011920,Iffco Tokio Mos-Bite Protector Policy,21-10-2019,IFFHLIP20071V011920_2019-2020.pdf,New,https://irdai.gov.in/documents/37343/931203/IFFHLIP20071V011920_2019-2020.pdf/abb2052d-22b2-2900-2871-7e448c0fa55f?version=1.1&t=1668513854840&download=true
