Page Number,Archive / Non Archive,Financial Year,Name of the Insurer,UIN,Product Name,Date of Approval,Documents,Type Of Product,document_link
23,Non-Archived,2020-2021,Royal Sundaram General Insurance Co. Ltd.,RSAHLIP21403V022021,Family Plus,22-09-2020,RSAHLIP21403V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/RSAHLIP21403V022021_2020-2021.pdf/4155c34a-30f5-98e6-2015-3d9ebfea649d?version=1.1&t=1668753237021&download=true
23,Non-Archived,2020-2021,Royal Sundaram General Insurance Co. Ltd.,RSAHLIP21431V022021,Master Product,24-09-2020,RSAHLIP21431V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/RSAHLIP21431V022021_2020-2021.pdf/45377a40-c704-1bed-b93a-d25da9cbb9e4?version=1.1&t=1668753320944&download=true
23,Non-Archived,2020-2021,Royal Sundaram General Insurance Co. Ltd.,RSAHLGP21442V022021,Rural Hospital Cash (Variance of Dr. Cash Plus),24-09-2020,RSAHLGP21442V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/RSAHLGP21442V022021_2020-2021.pdf/1193e768-f434-34cf-20d6-64e70b69effa?version=1.1&t=1668752445934&download=true
24,Non-Archived,2020-2021,Star Health & Allied Insurance Co.Ltd.,SHAHLGP21115V012021,Star Group COVID Insurance Policy,18-07-2020,SHAHLGP21115V012021_2020-2021.pdf,Group,https://irdai.gov.in/documents/37343/931203/SHAHLGP21115V012021_2020-2021.pdf/13aceb49-91a1-0a84-8c72-5eece9da79ea?version=1.1&t=1668765572859&download=true
24,Non-Archived,2020-2021,Shriram General Insurance Co. Ltd.,SGLPMIP21479V022021,Shri Micro Individual Personal Accident Insurance,28-09-2020,SGLPMIP21479V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/SGLPMIP21479V022021_2020-2021.pdf/9accbd45-62b9-1196-567e-7455b1af4031?version=1.1&t=1668755514363&download=true
24,Non-Archived,2020-2021,Shriram General Insurance Co. Ltd.,SGLPMGP21480V022021,Shri Micro Group Personal Accident Insurance,28-09-2020,SGLPMGP21480V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/SGLPMGP21480V022021_2020-2021.pdf/7d7b16df-f1c9-98a2-d2b1-d923fcc24ef5?version=1.1&t=1668755468569&download=true
24,Non-Archived,2020-2021,Shriram General Insurance Co. Ltd.,SGLPAIP21477V022021,Shri Individual Personal Accident Insurance,28-09-2020,SGLPAIP21477V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/SGLPAIP21477V022021_2020-2021.pdf/6d0a4ce8-287c-c5cf-9b99-d0861b18b0eb?version=1.1&t=1668755425055&download=true
24,Non-Archived,2020-2021,Shriram General Insurance Co. Ltd.,SGLPAGP21478V022021,Shri Group Personal Accident Insurance,28-09-2020,SGLPAGP21478V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/SGLPAGP21478V022021_2020-2021.pdf/1a8a7716-4c94-8141-c8aa-7cd3dca3187b?version=1.1&t=1668755380931&download=true
24,Non-Archived,2020-2021,Shriram General Insurance Co. Ltd.,SGLHLIP21483V022021,Shri Criticare Insurance,28-09-2020,SGLHLIP21483V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/SGLHLIP21483V022021_2020-2021.pdf/8821580e-967e-0052-9f46-3fb3aa2eb5b0?version=1.1&t=1668755334773&download=true
24,Non-Archived,2020-2021,Shriram General Insurance Co. Ltd.,SGLHLIP21481V022021,Shri Loan Protect insurance,28-09-2020,SGLHLIP21481V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/SGLHLIP21481V022021_2020-2021.pdf/3a7cea29-ab1e-1a7f-a71b-4e62d0af89d2?version=1.1&t=1668755281768&download=true
24,Non-Archived,2020-2021,Shriam General Insurance Co. Ltd.,SGLPAIP21620V012021,"Saral Suraksha Bima, Shriram General Insurance Co. Ltd.",30-03-2021,SGLPAIP21620V012021_2020-2021.pdf,New,https://irdai.gov.in/documents/37343/931203/SGLPAIP21620V012021_2020-2021.pdf/9681ac27-4717-9521-31d5-bf4f411c4375?version=1.1&t=1668755170287&download=true
24,Non-Archived,2020-2021,Shriam General Insurance Co. Ltd.,SGLPAGP21621V012021,"Saral Suraksha Bima (Group), Shriram General Insurance Co. Ltd.",03-09-2021,SGLPAGP21621V012021_2020-2021.pdf,Group,https://irdai.gov.in/documents/37343/931203/SGLPAGP21621V012021_2020-2021.pdf/6e32fb34-ebbf-3257-1fb6-22d554cb7fd5?version=1.1&t=1668755103237&download=true
24,Non-Archived,2020-2021,Shriram General Insurance Co. Ltd.,SGLHLGP21482V022021,Shri Loan Protect insurance (Group),28-09-2020,SGLHLGP21482V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/SGLHLGP21482V022021_2020-2021.pdf/ee68a803-b616-e781-7052-1ae34491d1fc?version=1.1&t=1668755226887&download=true
24,Non-Archived,2020-2021,SBI General Insurance Co. Ltd.,SBIPAIP20169V012021,Kutumb Swasthya Bima,25-08-2020,SBIPAIP20169V012021_2020-2021.pdf,Individual,https://irdai.gov.in/documents/37343/931203/SBIPAIP20169V012021_2020-2021.pdf/3743e98e-0031-ce64-aeff-8471ac1d9d1f?version=1.1&t=1668754985510&download=true
24,Non-Archived,2020-2021,SBI General Insurance Co. Ltd.,SBIPMIP21595V012021,Kutumb Swasthya Bima Micro Insurance Product,25-02-2021,SBIPMGP21596V012021_2020-2021.pdf,New,https://irdai.gov.in/documents/37343/931203/SBIPMGP21596V012021_2020-2021.pdf/53254e0e-72d7-80bb-f299-51d81fbfb608?version=1.1&t=1668754448072&download=true
24,Non-Archived,2020-2021,SBI General Insurance Co. Ltd.,SBIHLGP21111V012021,"Arogya Sanjeevani Policy, SBI General Insurance Company Limited- Group",07-11-2020,SBIHLGP21111V012021_2020-2021.pdf,Group,https://irdai.gov.in/documents/37343/931203/SBIHLGP21111V012021_2020-2021.pdf/c5649767-da4f-e835-1798-b1e74f47c24e?version=1.1&t=1668754548669&download=true
24,Non-Archived,2020-2021,SBI General Insurance Co. Ltd.,SBIHLGP21122V012021,Vector Borne Disease Cover- Group,28-07-2020,SBIHLGP21122V012021_2020-2021.pdf,Group,https://irdai.gov.in/documents/37343/931203/SBIHLGP21122V012021_2020-2021.pdf/cba524df-137f-32e1-6158-4f02646d14df?version=1.1&t=1668754601518&download=true
24,Non-Archived,2020-2021,SBI General Insurance Co. Ltd.,SBIHLGP21330V022021,Group Health Insurance Policy,24-09-2020,SBIHLGP21330V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/SBIHLGP21330V022021_2020-2021.pdf/bbc1ab6e-3a4a-b607-928c-74e58ee4dcf8?version=1.1&t=1668754653146&download=true
24,Non-Archived,2020-2021,Shriam General Insurance Co. Ltd.,SGLHLIP21570V012021,Shri Vector Care Insurance Policy,30-03-2021,SBIPMIP21595V012021_2020-2021.pdf,New,https://irdai.gov.in/documents/37343/931203/SBIPMIP21595V012021_2020-2021.pdf/f1d6e000-10f9-7a26-fa08-5f77813ee3d5?version=1.1&t=1668755037033&download=true
24,Non-Archived,2020-2021,SBI General Insurance Co. Ltd.,SBIHLIP21332V022021,Arogya Premier Policy,24-09-2020,SBIHLIP21332V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/SBIHLIP21332V022021_2020-2021.pdf/df8f1e9a-bed4-eb1f-b36a-3e556aa4d81d?version=1.1&t=1668754825142&download=true
24,Non-Archived,2020-2021,SBI General Insurance Co. Ltd.,SBIHLIP21333V022021,Arogya Top Up Policy,21-09-2020,SBIHLIP21333V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/SBIHLIP21333V022021_2020-2021.pdf/ab608f40-cc65-e0a8-ce49-220a89897e11?version=1.1&t=1668754879683&download=true
24,Non-Archived,2020-2021,SBI General Insurance Co. Ltd.,SBIHLIP21334V022021,Arogya Plus  Policy,21-09-2020,SBIHLIP21334V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/SBIHLIP21334V022021_2020-2021.pdf/795f87cc-9379-3147-754f-9e392f6e5ae6?version=1.1&t=1668754931137&download=true
24,Non-Archived,2020-2021,SBI General Insurance Co. Ltd.,SBIHLIP21331V032021,Health Insurance Policy -Retail,24-09-2020,SBIHLIP21331V032021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/SBIHLIP21331V032021_2020-2021.pdf/76f3e7e3-4607-578a-a59e-095d455770d2?version=1.1&t=1668754761683&download=true
25,Non-Archived,2020-2021,Star Health & Allied Insurance Co.Ltd.,SHAHLIP21213V042021,Star Super Surplus (Floater) Insurance Policy,09-01-2020,SHAHLIP21213V042021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/SHAHLIP21213V042021_2020-2021.pdf/faec8e86-3146-1089-d22b-c71707fa6ddb?version=1.1&t=1668589434374&download=true
25,Non-Archived,2020-2021,Kotak Mahindra General Insurance Co. Ltd.,KOTHLGP21352V032021,Kotak Group Secure Shield,21-09-2020,KOTHLGP21352V032021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/KOTHLGP21352V032021_2020-2021.pdf/035e3a89-d1e1-f0f1-3c16-ec0de1edebda?version=1.1&t=1668591064941&download=true
25,Non-Archived,2020-2021,Kotak Mahindra General Insurance Co. Ltd.,KOTHLGP21221V022021,Kotak Group Health Care,09-03-2020,KOTHLGP21221V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/KOTHLGP21221V022021_2020-2021.pdf/44f0ca97-d4de-f332-db04-7d175a4e4c79?version=1.1&t=1668590985908&download=true
25,Non-Archived,2020-2021,Kotak Mahindra General Insurance Co. Ltd.,KOTHLGP21220V022021,Kotak Group Smart Cash,09-03-2020,KOTHLGP21220V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/KOTHLGP21220V022021_2020-2021.pdf/e4658f35-53b9-709a-5464-fe7bb5839c6d?version=1.1&t=1668590925573&download=true
25,Non-Archived,2020-2021,Kotak Mahindra General Insurance Co. Ltd.,KOTHLGP21144V012021,"Corona Kavach Group Policy,Kotak Mahindra General Insurance Company Ltd",08-12-2020,KOTHLGP21144V012021_2020-2021.pdf,Group,https://irdai.gov.in/documents/37343/931203/KOTHLGP21144V012021_2020-2021.pdf/db41dfee-4c83-517a-3e76-dc7d87ecc011?version=1.1&t=1668590848722&download=true
25,Non-Archived,2020-2021,Kotak Mahindra General Insurance Co Ltd.,KOTPAIP21629V012021,"Saral Suraksha Bima, Kotak Mahindra General Insurance Company Ltd.",31-03-2021,KOTPAIP21629V012021_2020-2021.pdf,New,https://irdai.gov.in/documents/37343/931203/KOTPAIP21629V012021_2020-2021.pdf/9f17b89e-4e19-2914-12dc-15714aaa6b50?version=1.1&t=1668590790516&download=true
25,Non-Archived,2020-2021,Star Health & Allied Insurance Co.Ltd.,SHAHLIP21216V022021,Star Cancer Care Gold (Pilot Product),09-01-2020,SHAHLIP21216V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/SHAHLIP21216V022021_2020-2021.pdf/625975c9-e110-8f35-46ff-da3d89d80909?version=1.1&t=1668590816400&download=true
25,Non-Archived,2020-2021,Star Health & Allied Insurance Co.Ltd.,SHAHLIP21215V052021,Mediclassic Insurance Policy (Individual),09-01-2020,SHAHLIP21215V052021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/SHAHLIP21215V052021_2020-2021.pdf/877ded08-1bfd-2db1-ce46-20d88873e51e?version=1.1&t=1668590785470&download=true
25,Non-Archived,2020-2021,Kotak Mahindra General Insurance Co. Ltd.,KOTHLIP21065V032021,Kotak Health premier,07-03-2020,KOTHLIP21065V032021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/KOTHLIP21065V032021_2020-2021.pdf/298faf21-2a4c-8730-d18d-df7c8e87661b?version=1.1&t=1668591127093&download=true
25,Non-Archived,2020-2021,Star Health & Allied Insurance Co.Ltd.,SHAHLIP21212V042021,Super Surplus Insurance Policy,09-01-2020,SHAHLIP21212V042021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/SHAHLIP21212V042021_2020-2021.pdf/74551352-f858-4d0c-167c-2e8e752c85bd?version=1.1&t=1668589397581&download=true
25,Non-Archived,2020-2021,Star Health & Allied Insurance Co.Ltd.,SHAHLIP21179V022021,Star Criticare Plus Insurance Policy,28-08-2020,SHAHLIP21179V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/SHAHLIP21179V022021_2020-2021.pdf/fd3a023e-00e2-1010-7b77-49d018dd8803?version=1.1&t=1668589304744&download=true
25,Non-Archived,2020-2021,Star Health & Allied Insurance Co.Ltd.,SHAHLGP21153V012021,"Group Arogya Sanjeevani Policy, Star Health and Allied Insurance Co. Ltd",18-08-2020,SHAHLGP21153V012021_2020-2021.pdf,Group,https://irdai.gov.in/documents/37343/931203/SHAHLGP21153V012021_2020-2021.pdf/13f880ee-c798-fca4-e1ec-c2d15b0ed0d8?version=1.2&t=1668600462519&download=true
25,Non-Archived,2020-2021,Star Health & Allied Insurance Co.Ltd.,SHAHLGP21214V022021,Star Group Health Insurance,09-01-2020,SHAHLGP21214V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/SHAHLGP21214V022021_2020-2021.pdf/b8d60bca-7541-05a4-1ec4-79bc95fad26e?version=1.1&t=1668588921108&download=true
25,Non-Archived,2020-2021,Star Health & Allied Insurance Co.Ltd.,SHAHLGP21239V022021,Classic Group Health Insurance,13-09-2020,SHAHLGP21239V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/SHAHLGP21239V022021_2020-2021.pdf/2d0bda9d-e058-755d-3a63-26d5975c6cf6?version=1.1&t=1668589022989&download=true
25,Non-Archived,2020-2021,Star Health & Allied Insurance Co.Ltd.,SHAHLGP21267V022021,Star Net Plus,17-09-2020,SHAHLGP21267V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/SHAHLGP21267V022021_2020-2021.pdf/1eea619a-5970-6d5d-2646-45651af04db3?version=1.1&t=1668589072778&download=true
25,Non-Archived,2020-2021,Star Health & Allied Insurance Co.Ltd.,SHAHLIP21180V022021,Star Care Micro Insurance Policy,28-08-2020,SHAHLIP21180V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/SHAHLIP21180V022021_2020-2021.pdf/2831a9fd-95dc-148a-6d79-396ee3767500?version=1.1&t=1668589361372&download=true
25,Non-Archived,2020-2021,Star Health & Allied Insurance Co.Ltd.,SHAHLIP21067V012021,"Corona Rakshak Policy, Star Health and Allied Insurance Co. Ltd",07-05-2020,SHAHLIP21067V012021_2020-2021.pdf,Individual,https://irdai.gov.in/documents/37343/931203/SHAHLIP21067V012021_2020-2021.pdf/6232a632-d4d0-2395-2926-a49159ecaf53?version=1.1&t=1668589187060&download=true
25,Non-Archived,2020-2021,Star Health & Allied Insurance Co.Ltd.,SHAHLIP21177V022021,Star True value Health Insurance Policy,28-08-2020,SHAHLIP21177V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/SHAHLIP21177V022021_2020-2021.pdf/e418ebb4-a644-c215-d3f7-888f341e7c91?version=1.1&t=1668589217433&download=true
25,Non-Archived,2020-2021,Star Health & Allied Insurance Co.Ltd.,SHAHLIP21178V022021,Star Family Delite Insurance Policy,28-08-2020,SHAHLIP21178V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/SHAHLIP21178V022021_2020-2021.pdf/0e613ec3-3916-e167-cb08-02a1fe46f044?version=1.1&t=1668589259057&download=true
25,Non-Archived,2020-2021,Star Health & Allied Insurance Co.Ltd.,SHAHLGP21290V022021,Star Group Health Insurance Policy for Bank Customers,19-09-2020,SHAHLGP21290V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/SHAHLGP21290V022021_2020-2021.pdf/1f93a931-b622-e8a6-5882-ca8a8efc27f9?version=1.1&t=1668589131737&download=true
26,Non-Archived,2020-2021,Liberty General Insurance Ltd.,LIBHLGP21497V022021,Group Hospi-Cash Connect Policy,29-09-2020,LIBHLGP21497V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/LIBHLGP21497V022021_2020-2021.pdf/f016363b-e6b7-773a-f2bc-3882e5c0d2ef?version=1.1&t=1668592443265&download=true
26,Non-Archived,2020-2021,Liberty General Insurance Ltd.,LIBHLIP21505V022021,HealthPrime Connect,29-09-2020,LIBHLIP21505V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/LIBHLIP21505V022021_2020-2021.pdf/a23f5178-b400-2745-e7bd-837d94487d76?version=1.1&t=1668593063833&download=true
26,Non-Archived,2020-2021,Liberty General Insurance Ltd.,LIBHLIP21504V022021,Liberty Secure Future Connect,29-09-2020,LIBHLIP21504V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/LIBHLIP21504V022021_2020-2021.pdf/2b164d2f-cf5a-9e6d-b604-90d836738898?version=1.1&t=1668593015795&download=true
26,Non-Archived,2020-2021,Liberty General Insurance Ltd.,LIBHLIP21503V022021,Secure Health Connect,29-09-2020,LIBHLIP21503V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/LIBHLIP21503V022021_2020-2021.pdf/7ffca177-f197-0cff-3092-7b108d37ce7b?version=1.1&t=1668592939797&download=true
26,Non-Archived,2020-2021,Liberty General Insurance Ltd.,LIBHLIP21502V022021,Health Connect Supra,29-09-2020,LIBHLIP21502V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/LIBHLIP21502V022021_2020-2021.pdf/7ee24948-9f8b-ebe9-a17c-8bf6ce1897b5?version=1.1&t=1668592878552&download=true
26,Non-Archived,2020-2021,Liberty General Insurance Ltd.,LIBHLIP21501V022021,Liberty Hospi-Cash Connect,29-09-2020,LIBHLIP21501V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/LIBHLIP21501V022021_2020-2021.pdf/90b45336-99e0-f0d1-4edd-5d3268d82b02?version=1.1&t=1668592812322&download=true
26,Non-Archived,2020-2021,Liberty General Insurance Ltd.,LIBHLIP21500V032021,Liberty Health Connect Policy,29-09-2020,LIBHLIP21500V032021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/LIBHLIP21500V032021_2020-2021.pdf/c2bb2c51-f14e-7107-a9ec-495bd7d23787?version=1.1&t=1668592749232&download=true
26,Non-Archived,2020-2021,Liberty General Insurance Ltd.,LIBHLGP21499V032021,Liberty Secure Future Connect Group Policy,29-09-2020,LIBHLGP21499V032021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/LIBHLGP21499V032021_2020-2021.pdf/2e24a30d-14d8-a6b2-70b4-9945863ee0ab?version=1.1&t=1668592553349&download=true
26,Non-Archived,2020-2021,Liberty General Insurance Ltd.,LIBHLGP21498V022021,Liberty Group Health Policy,29-09-2020,LIBHLGP21498V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/LIBHLGP21498V022021_2020-2021.pdf/02c526cb-d2a3-3706-729e-cc645ca06934?version=1.1&t=1668592494622&download=true
26,Non-Archived,2020-2021,Liberty General Insurance Ltd.,LIBHLIP21506V022021,Critical Connect,29-09-2020,LIBHLIP21506V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/LIBHLIP21506V022021_2020-2021.pdf/01cad0c9-3fbf-248e-1c99-a6fc2e08ed5a?version=1.1&t=1668593110389&download=true
26,Non-Archived,2020-2021,Liberty General Insurance Ltd.,LIBHLGP21209V012021,Liberty Complete Protect Group,31-08-2020,LIBHLGP21209V012021_2020-2021.pdf,Group,https://irdai.gov.in/documents/37343/931203/LIBHLGP21209V012021_2020-2021.pdf/62a7d84f-e3f0-1adc-b2d0-303616ff329b?version=1.1&t=1668592386880&download=true
26,Non-Archived,2020-2021,Kotak Mahindra General Insurance Co. Ltd.,KOTPAIP21351V032021,Kotak Accident Care,21-09-2020,KOTPAIP21351V032021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/KOTPAIP21351V032021_2020-2021.pdf/a2a9c5f6-c6ad-9ef6-0bec-a9e8f41da025?version=1.1&t=1668592279869&download=true
26,Non-Archived,2020-2021,Kotak Mahindra General Insurance Co. Ltd.,KOTHMGP21349V022021,Kotak Group Secure Shield – Micro Insurance,21-09-2020,KOTHMGP21349V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/KOTHMGP21349V022021_2020-2021.pdf/f8f17eed-307a-8912-53e2-6a08dbaaf656?version=1.1&t=1668592225066&download=true
26,Non-Archived,2020-2021,Kotak Mahindra General Insurance Co. Ltd.,KOTHMGP21348V022021,Kotak Group Smart Cash – Micro Insurance,21-09-2020,KOTHMGP21348V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/KOTHMGP21348V022021_2020-2021.pdf/79972c25-0eed-476b-7cad-7e7a9599ee45?version=1.1&t=1668591872780&download=true
26,Non-Archived,2020-2021,Kotak Mahindra General Insurance Co. Ltd.,KOTHMGP21347V022021,Kotak Group Health Care – Micro Insurance,21-09-2020,KOTHMGP21347V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/KOTHMGP21347V022021_2020-2021.pdf/d1f854c2-0fc1-1933-d976-ce74cafb909c?version=1.1&t=1668591797261&download=true
26,Non-Archived,2020-2021,Kotak Mahindra General Insurance Co. Ltd.,KOTHLIP21350V042021,Kotak Secure Shield,21-09-2020,KOTHLIP21350V042021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/KOTHLIP21350V042021_2020-2021.pdf/e7402ea1-4885-8578-dd05-63bb81388412?version=1.1&t=1668591458614&download=true
26,Non-Archived,2020-2021,Kotak Mahindra General Insurance Co. Ltd.,KOTHLIP21162V032021,Kotak Health Super Top Up,21-08-2020,KOTHLIP21162V032021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/KOTHLIP21162V032021_2020-2021.pdf/e3d75b94-f3cd-7bf4-77fa-de965864b8f1?version=1.1&t=1668591398743&download=true
26,Non-Archived,2020-2021,Kotak Mahindra General Insurance Co. Ltd.,KOTHLIP21098V012021,"Corona Rakshak Policy,Kotak Mahindra General Insurance Company Ltd",07-10-2020,KOTHLIP21098V012021_2020-2021.pdf,Individual,https://irdai.gov.in/documents/37343/931203/KOTHLIP21098V012021_2020-2021.pdf/fb05dcdf-cb94-0b00-8502-5efa2c2ab8ee?version=1.1&t=1668591327131&download=true
26,Non-Archived,2020-2021,Kotak Mahindra General Insurance Co. Ltd.,KOTHLIP21071V032021,Kotak Health Care,07-08-2020,KOTHLIP21071V032021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/KOTHLIP21071V032021_2020-2021.pdf/6207fa53-7d9c-1f63-51a2-34406f4e319e?version=1.1&t=1668591187516&download=true
26,Non-Archived,2020-2021,Liberty General Insurance  Ltd.,LIBPAIP21645V012021,"Saral Suraksha Bima, Liberty General Insurance Ltd.",31-03-2021,LIBPAIP21645V012021_2020-2021.pdf,New,https://irdai.gov.in/documents/37343/931203/LIBPAIP21645V012021_2020-2021.pdf/511c89e2-d875-e7a4-f32b-d4fe610a74f8?version=1.1&t=1668592334935&download=true
27,Non-Archived,2020-2021,Manipal Cigna Health Insurance Company Limited,MCIHLIP21512V032021,ManipalCigna ProHealth Cash,29-09-2020,MCIHLIP21512V032021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/MCIHLIP21512V032021_2020-2021.pdf/e2c54f30-66dd-0920-5357-d6f0eba9663d?version=1.1&t=1668594083988&download=true
27,Non-Archived,2020-2021,Manipal Cigna Health Insurance Company Limited,MCIPAGP21235V032021,ManipalCigna Lifestyle Protection Group Policy,09-10-2020,MCIPAGP21235V032021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/MCIPAGP21235V032021_2020-2021.pdf/21770310-3173-524a-ac59-7f5d653a8700?version=1.1&t=1668594133014&download=true
27,Non-Archived,2020-2021,Manipal Cigna Health Insurance Company Limited,MCIPAIP21123V022021,ManipalCigna Lifestyle Protection - Accident Care,29-07-2020,MCIPAIP21123V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/MCIPAIP21123V022021_2020-2021.pdf/0fe6295c-76ea-0224-af8f-1b4b375284c3?version=1.1&t=1668594188144&download=true
27,Non-Archived,2020-2021,Max Bupa Health Insurance Co. Ltd,MAXHLIA21576V012021,Safeguard (Rider),01-11-2021,MAXHLIA21576V012021_2020-2021.pdf,New,https://irdai.gov.in/documents/37343/931203/MAXHLIA21576V012021_2020-2021.pdf/83bb940e-e593-8e84-2917-347428b2f580?version=1.1&t=1668594244707&download=true
27,Non-Archived,2020-2021,Max Bupa Health Insurance Co. Ltd,MAXHLGP21135V012021,"Group Corona Kavach Policy, Max Bupa Health Insurance co. Ltd",31-07-2020,MAXHLGP21135V012021_2020-2021.pdf,Group,https://irdai.gov.in/documents/37343/931203/MAXHLGP21135V012021_2020-2021.pdf/f6992c32-d0c6-d2b5-87be-c79a7464bac9?version=1.1&t=1668594532544&download=true
27,Non-Archived,2020-2021,Max Bupa Health Insurance Co. Ltd,MAXPAIP21585V012021,Personal Accident Plan,01-12-2021,MAXPAIP21585V012021_2020-2021.pdf,New,https://irdai.gov.in/documents/37343/931203/MAXPAIP21585V012021_2020-2021.pdf/8efb2c97-4b5b-fa6f-bbb6-07415a1b4c13?version=1.1&t=1668594418564&download=true
27,Non-Archived,2020-2021,Max Bupa Health Insurance Co. Ltd,MAXPAIP21611V012021,"Saral Suraksha Bima, Max Bupa Health Insurance Co. Ltd",31-03-2021,MAXPAIP21611V012021_2020-2021.pdf,New,https://irdai.gov.in/documents/37343/931203/MAXPAIP21611V012021_2020-2021.pdf/c6e45630-2e0a-066a-92a8-b1b3d1f01ae6?version=1.1&t=1668594470650&download=true
27,Non-Archived,2020-2021,Manipal Cigna Health Insurance Company Limited,MCIHLIP21139V012021,"Corona Rakshak Policy, ManipalCigna",08-07-2020,MCIHLIP21139V012021_2020-2021.pdf,Individual,https://irdai.gov.in/documents/37343/931203/MCIHLIP21139V012021_2020-2021.pdf/0f71aa1f-081b-c4af-f5c2-5049bef0d224?version=1.1&t=1668593995571&download=true
27,Non-Archived,2020-2021,Max Bupa Health Insurance Co. Ltd,MAXHLIP21575V012021,Senior First,26-03-2021,MAXHLIP21575V012021_2020-2021.pdf,New,https://irdai.gov.in/documents/37343/931203/MAXHLIP21575V012021_2020-2021.pdf/af129288-9d01-c04b-8c1f-85806a50aeab?version=1.1&t=1668594368083&download=true
27,Non-Archived,2020-2021,Manipal Cigna Health Insurance Company Limited,MCIHLIP21129V022021,ManipalCigna ProHealth Select,29-07-2020,MCIHLIP21129V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/MCIHLIP21129V022021_2020-2021.pdf/4901b47d-a509-ceed-d4dc-3c9081663656?version=1.1&t=1668593944509&download=true
27,Non-Archived,2020-2021,Manipal Cigna Health Insurance Company Limited,MCIHLGP21172V032021,ManipalCigna ProHealth Group Insurance Policy,27-08-2020,MCIHLGP21172V032021_2020-2021.pdf,New,https://irdai.gov.in/documents/37343/931203/MCIHLGP21172V032021_2020-2021.pdf/dedcfb18-709e-9c1d-a41a-ca62c8dfb79f?version=1.1&t=1668593609004&download=true
