Page Number,Archive / Non Archive,S.no,Financial Year,Name of the Insurer,Product Name,Type Of Product,UIN,Date of Approval,Documents,document_link
154,Non-Archived,GEN2465,2018-2019,ICICI Lombard General Insurance Co. Ltd.,Return to Invoice-Bundled Pvt. Car,Add on,IRDAN115RP0006V01201819/A0023V01201819,10-09-2018,IRDAN115RP0006V01201819-A0023V01201819_GEN2465.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN115RP0006V01201819-A0023V01201819_GEN2465.pdf/90f30a7f-fc8d-1ce9-7325-a7e524b38030?version=1.1&t=1668597260364&download=true
154,Non-Archived,GEN2195,2018-2019,Cholamandalam MS General Insurance Co. Ltd.,Daily Cash Allowance Bundled,Add on,IRDAN123RP0018V01201819/A0052V01201819,10-09-2018,IRDAN123RP0018V01201819-A0052V01201819_GEN2195.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN123RP0018V01201819-A0052V01201819_GEN2195.pdf/86856ded-78b5-53ef-5701-e7989af237e7?version=1.1&t=1668748792762&download=true
155,Non-Archived,GEN2472,2018-2019,ICICI Lombard General Insurance Co. Ltd.,Road Side Assistance-3 years,Add on,IRDAN115RP0004V01201819/A0015V01201819,10-09-2018,IRDAN115RP0004V01201819-A0015V01201819_GEN2472.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN115RP0004V01201819-A0015V01201819_GEN2472.pdf/b3653293-ba00-73f2-7dff-14ef2ef8fb35?version=1.1&t=1668597751485&download=true
155,Non-Archived,GEN2469,2018-2019,ICICI Lombard General Insurance Co. Ltd.,Return to Invoice- Two Wheeler 5 years,Add on,IRDAN115RP0005V01201819/A0018V01201819,10-09-2018,IRDAN115RP0005V01201819-A0018V01201819_GEN2469.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN115RP0005V01201819-A0018V01201819_GEN2469.pdf/f965cb91-ae22-b795-b2b8-75d340353bc7?version=1.1&t=1668597546336&download=true
155,Non-Archived,GEN2470,2018-2019,ICICI Lombard General Insurance Co. Ltd.,Zero Depreciation-5 years,Add on,IRDAN115RP0005V01201819/A0017V01201819,10-09-2018,IRDAN115RP0005V01201819-A0017V01201819_GEN2470.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN115RP0005V01201819-A0017V01201819_GEN2470.pdf/3aca3143-8ebc-5dee-9618-f93d220fbdd8?version=1.1&t=1668597621280&download=true
155,Non-Archived,GEN2476,2018-2019,ICICI Lombard General Insurance Co. Ltd.,Garage Cash-3 years,Add on,IRDAN115RP0004V01201819/A0011V01201819,10-09-2018,IRDAN115RP0004V01201819-A0011V01201819_GEN2476.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN115RP0004V01201819-A0011V01201819_GEN2476.pdf/e33ba81b-c43e-0d3b-8bc2-f420cf533406?version=1.1&t=1668598224659&download=true
155,Non-Archived,GEN2473,2018-2019,ICICI Lombard General Insurance Co. Ltd.,Loss of Personal Belongings-3 years,Add on,IRDAN115RP0004V01201819/A0014V01201819,10-09-2018,IRDAN115RP0004V01201819-A0014V01201819_GEN2473.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN115RP0004V01201819-A0014V01201819_GEN2473.pdf/eef73f10-b8d3-2532-0e9e-ad55ff09ec23?version=1.1&t=1668597935709&download=true
155,Non-Archived,GEN2468,2018-2019,ICICI Lombard General Insurance Co. Ltd.,Road Side Assistance-Two Wheeler 5 years,Add on,IRDAN115RP0005V01201819/A0019V01201819,10-09-2018,IRDAN115RP0005V01201819-A0019V01201819_GEN2468.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN115RP0005V01201819-A0019V01201819_GEN2468.pdf/20271221-06e3-a372-04b0-633b8dd8fddc?version=1.1&t=1668597477148&download=true
155,Non-Archived,GEN2478,2018-2019,ICICI Lombard General Insurance Co. Ltd.,Consumable Items-3 years,Add on,IRDAN115RP0004V01201819/A0009V01201819,10-09-2018,IRDAN115RP0004V01201819-A0009V01201819_GEN2478.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN115RP0004V01201819-A0009V01201819_GEN2478.pdf/c849f10a-6318-752a-6d03-16fde72ada73?version=1.1&t=1668600637353&download=true
155,Non-Archived,GEN2477,2018-2019,ICICI Lombard General Insurance Co. Ltd.,Return to Invoice-3 years,Add on,IRDAN115RP0004V01201819/A0010V01201819,10-09-2018,IRDAN115RP0004V01201819-A0010V01201819_GEN2477.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN115RP0004V01201819-A0010V01201819_GEN2477.pdf/202f9e46-6b87-3097-b259-756a4df78f25?version=1.1&t=1668598328464&download=true
155,Non-Archived,GEN2466,2018-2019,ICICI Lombard General Insurance Co. Ltd.,Consumable Items-Bundled Pvt. Car,Add on,IRDAN115RP0006V01201819/A0022V01201819,10-09-2018,IRDAN115RP0006V01201819-A0022V01201819_GEN2466.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN115RP0006V01201819-A0022V01201819_GEN2466.pdf/c7b4b172-739c-4a40-86e4-073e35b951cd?version=1.1&t=1668597327477&download=true
155,Non-Archived,GEN2471,2018-2019,ICICI Lombard General Insurance Co. Ltd.,Tyre Protect-3 years,Add on,IRDAN115RP0004V01201819/A0016V01201819,10-09-2018,IRDAN115RP0004V01201819-A0016V01201819_GEN2471.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN115RP0004V01201819-A0016V01201819_GEN2471.pdf/5eeb14dd-b6da-bb6d-62e5-8e5f916f1eff?version=1.1&t=1668597685803&download=true
155,Non-Archived,GEN2467,2018-2019,ICICI Lombard General Insurance Co. Ltd.,Zero Depreciation-Bundled Pvt. Car,Add on,IRDAN115RP0006V01201819/A0021V01201819,10-09-2018,IRDAN115RP0006V01201819-A0021V01201819_GEN2467.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN115RP0006V01201819-A0021V01201819_GEN2467.pdf/0b22572a-0e28-668d-1502-d52de94c1ebd?version=1.1&t=1668597399625&download=true
155,Non-Archived,GEN2483,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Cyber Security Insurance,Main product,IRDAN106P0001V01201819,28-05-2018,IRDAN106P0001V01201819_GEN2483.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106P0001V01201819_GEN2483.pdf/ad02df59-e2eb-8a34-4eab-97c4a0157f9e?version=1.1&t=1668601110182&download=true
155,Non-Archived,GEN2482,2018-2019,ICICI Lombard General Insurance Co. Ltd.,Compulsory Personal Accident (Owner-Driver) under Motor Insurance Policies,Main product,IRDAN115RP0034V01201819,12-12-2018,IRDAN115RP0034V01201819_GEN2482.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN115RP0034V01201819_GEN2482.pdf/3b5a986f-283f-9792-be2a-1d004b8b2893?version=1.1&t=1668601035315&download=true
155,Non-Archived,GEN2484,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Kidnap and Ransom Protection Policy,Main product,IRDAN106P0002V01201819,30-05-2018,IRDAN106P0002V01201819_GEN2484.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106P0002V01201819_GEN2484.pdf/f23d2bd2-7c75-2178-29d2-a006e5dc220b?version=1.1&t=1668601633868&download=true
155,Non-Archived,GEN2475,2018-2019,ICICI Lombard General Insurance Co. Ltd.,Engine protect Plus-3 years,Add on,IRDAN115RP0004V01201819/A0012V01201819,10-09-2018,IRDAN115RP0004V01201819-A0012V01201819_GEN2475.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN115RP0004V01201819-A0012V01201819_GEN2475.pdf/4a215432-6054-762b-d3c9-f6cee73c52c3?version=1.1&t=1668598139230&download=true
155,Non-Archived,GEN2481,2018-2019,ICICI Lombard General Insurance Co. Ltd.,Directors and Officers Liability Insurance,Main product,IRDAN115RP0001V01200607,21-11-2016,IRDAN115RP0001V01200607_GEN2481.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN115RP0001V01200607_GEN2481.pdf/f387f11d-b467-a66e-c287-5be793773dfb?version=1.1&t=1668600925118&download=true
155,Non-Archived,GEN2485,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Photovoltaic Sales Policy,Main product,IRDAN106P0003V01201819,30-07-2018,IRDAN106P0003V01201819_GEN2485.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106P0003V01201819_GEN2485.pdf/f58869ec-6a0f-53c9-3e0e-c2e463dad469?version=1.1&t=1668667760726&download=true
155,Non-Archived,GEN2479,2018-2019,ICICI Lombard General Insurance Co. Ltd.,Road Side Assistance- Two Wheeler Bundled,Add on,IRDAN115RP0007V01201819/A0032V01201819,10-09-2018,IRDAN115RP0007V01201819-A0032V01201819_GEN2479.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN115RP0007V01201819-A0032V01201819_GEN2479.pdf/5a155d1d-8d2e-de30-4b8b-6a2497cdbde2?version=1.1&t=1668600713080&download=true
155,Non-Archived,GEN2480,2018-2019,ICICI Lombard General Insurance Co. Ltd.,Garage Cash- Two Wheeler Bundled,Add on,IRDAN115RP0007V01201819/A0033V01201819,10-09-2018,IRDAN115RP0007V01201819-A0033V01201819_GEN2480.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN115RP0007V01201819-A0033V01201819_GEN2480.pdf/2fb58333-2bb9-1dd9-8102-26171a119d97?version=1.1&t=1668600781764&download=true
155,Non-Archived,GEN2474,2018-2019,ICICI Lombard General Insurance Co. Ltd.,Key Protect-3 years,Add on,IRDAN115RP0004V01201819/A0013V01201819,10-09-2018,IRDAN115RP0004V01201819-A0013V01201819_GEN2474.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN115RP0004V01201819-A0013V01201819_GEN2474.pdf/3aaf5074-3cf7-a8f3-6959-22aa2e11672c?version=1.1&t=1668598052848&download=true
156,Non-Archived,GEN2496,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Daily Rental/Travel Cost for 3 year Long Term Package policy for Private Cars,Add on,IRDAN106RP0009V01201819/A0039V01201819,04-09-2018,IRDAN106RP0009V01201819A0039V01201819_GEN2496.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0009V01201819A0039V01201819_GEN2496.pdf/ecc70dd1-99e9-3f21-e806-861196b608f3?version=1.1&t=1668672293243&download=true
156,Non-Archived,GEN2503,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Towing And/Or Removal/Storage Of The Insured Vehicle for 3 year Long Term Package policy for Private,Add on,IRDAN106RP0009V01201819/A0046V01201819,04-09-2018,IRDAN106RP0009V01201819A0046V01201819_GEN2503.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0009V01201819A0046V01201819_GEN2503.pdf/0518ee31-ae26-2dbb-1469-cfe18aa97184?version=1.1&t=1668685186985&download=true
156,Non-Archived,GEN2486,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Photovoltaic Buyer Policy,Main product,IRDAN106P0004V01201819,30-07-2018,IRDAN106P0004V01201819_GEN2486.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106P0004V01201819_GEN2486.pdf/c80d7478-068b-a433-f3af-6bdefe8869cb?version=1.1&t=1668670815544&download=true
156,Non-Archived,GEN2501,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Increased Property Damage Liablity Benefit for 3 year Long Term Package policy for Private Cars,Add on,IRDAN106RP0009V01201819/A0044V01201819,04-09-2018,IRDAN106RP0009V01201819A0044V01201819_GEN2501.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0009V01201819A0044V01201819_GEN2501.pdf/96c159a5-e0a8-d281-4a7e-57c759c00266?version=1.1&t=1668684710878&download=true
156,Non-Archived,GEN2498,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Medical Expenses for 3 year Long Term Package policy for Private Cars,Add on,IRDAN106RP0009V01201819/A0041V01201819,04-09-2018,IRDAN106RP0009V01201819A0041V01201819_GEN2498.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0009V01201819A0041V01201819_GEN2498.pdf/8ac28555-7e43-d0f0-ba6b-a2c0560fbbb4?version=1.1&t=1668672468099&download=true
156,Non-Archived,GEN2488,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Buyer's Warranty and Indemnity Insurance,Main product,IRDAN106CP0005V01201819,06-12-2018,IRDAN106CP0005V01201819_GEN2488.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106CP0005V01201819_GEN2488.pdf/29169f00-60f2-018e-38e1-e79ab1b276af?version=1.1&t=1668671011828&download=true
156,Non-Archived,GEN2502,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Wreckage/Debris Removal And Transhipment Cost for 3 year Long Term Package policy for Private Cars,Add on,IRDAN106RP0009V01201819/A0045V01201819,04-09-2018,IRDAN106RP0009V01201819A0045V01201819_GEN2502.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0009V01201819A0045V01201819_GEN2502.pdf/0a774a2b-d0df-7253-b8d6-8deee4647365?version=1.1&t=1668684781998&download=true
156,Non-Archived,GEN2500,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,No Claim Bonus (Ncb) Protection for 3 year Long Term Package policy for Private Cars,Add on,IRDAN106RP0009V01201819/A0043V01201819,04-09-2018,IRDAN106RP0009V01201819A0043V01201819_GEN2500.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0009V01201819A0043V01201819_GEN2500.pdf/8596d57c-4990-75ff-2fcf-ed3375bb3885?version=1.1&t=1668684636794&download=true
156,Non-Archived,GEN2495,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Depreciation Waiver for 5 year Long Term Package policy for two wheelers,Add on,IRDAN106RP0006V01201819/A0011V01201819,04-09-2018,IRDAN106RP0006V01201819A0011V01201819_GEN2495.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0006V01201819A0011V01201819_GEN2495.pdf/6823e945-d86e-0d68-c50f-99201b626ce1?version=1.1&t=1668672221041&download=true
156,Non-Archived,GEN2494,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Bundled cover with one year term for own damage and three years motor third party insurance policy f,Main product,IRDAN106RP0010V01201819,30-08-2018,IRDAN106RP0010V01201819_GEN2494.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0010V01201819_GEN2494.pdf/a6d126b7-ec5b-d33e-131b-2145204ff947?version=1.1&t=1668672144679&download=true
156,Non-Archived,GEN2497,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Personal Effect And Belongings for 3 year Long Term Package policy for Private Cars,Add on,IRDAN106RP0009V01201819/A0040V01201819,04-09-2018,IRDAN106RP0009V01201819A0040V01201819_GEN2497.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0009V01201819A0040V01201819_GEN2497.pdf/5c77070f-4e85-458c-c98c-7b8b847aabaf?version=1.1&t=1668672402901&download=true
156,Non-Archived,GEN2504,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Accomodation And Travelling Expenses for 3 year Long Term Package policy for Private Cars,Add on,IRDAN106RP0009V01201819/A0047V01201819,04-09-2018,IRDAN106RP0009V01201819A0047V01201819_GEN2504.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0009V01201819A0047V01201819_GEN2504.pdf/7de6fe4a-9f37-500f-3530-aa5450fc2e4f?version=1.1&t=1668685284459&download=true
156,Non-Archived,GEN2487,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Bank Locker Protector Policy,Main product,IRDAN106RP0063V01201819,04-12-2018,IRDAN106RP0063V01201819_GEN2487.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0063V01201819_GEN2487.pdf/2c17ad08-b097-45e5-ab00-110d23ce919b?version=1.1&t=1668670898512&download=true
156,Non-Archived,GEN2493,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,3 year Private Car Package policy,Main product,IRDAN106RP0009V01201819,30-08-2018,IRDAN106RP0009V01201819_GEN2493.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0009V01201819_GEN2493.pdf/5098c127-64a4-4424-b9f0-ab6b52c2060a?version=1.1&t=1668672026424&download=true
156,Non-Archived,GEN2491,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Bundled cover with one year term for own damage and five years motor third party insurance policy fo,Main product,IRDAN106RP0007V01201819,30-08-2018,IRDAN106RP0007V01201819_GEN2491.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0007V01201819_GEN2491.pdf/e0c29e48-b7f3-9edd-ee95-a7eabc25acf9?version=1.1&t=1668671884603&download=true
156,Non-Archived,GEN2499,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Personal Accident Coverage for 3 year Long Term Package policy for Private Cars,Add on,IRDAN106RP0009V01201819/A0042V01201819,04-09-2018,IRDAN106RP0009V01201819A0042V01201819_GEN2499.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0009V01201819A0042V01201819_GEN2499.pdf/1088ee70-2dcb-3379-d2c4-7fcabdad8570?version=1.1&t=1668674786149&download=true
156,Non-Archived,GEN2492,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,3 year Private Car Act Policy,Main product,IRDAN106RP0008V01201819,30-08-2018,IRDAN106RP0008V01201819_GEN2492.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0008V01201819_GEN2492.pdf/16ee98c2-c6aa-e16c-5b20-2fbcd06a07b1?version=1.1&t=1668671949309&download=true
156,Non-Archived,GEN2489,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,5 year Stand Alone Third Party Long term Two wheeler Insurance policy,Main product,IRDAN106RP0005V01201819,30-08-2018,IRDAN106RP0005V01201819_GEN2489.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0005V01201819_GEN2489.pdf/3c35d1e2-cd62-ab4f-8a5a-0c11a1aae9be?version=1.1&t=1668671605982&download=true
156,Non-Archived,GEN2505,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,"Transport, Redelivery Or Repatriation Of Repaired Vehicle for 3 year Long Term Package policy for Pr",Add on,IRDAN106RP0009V01201819/A0048V01201819,04-09-2018,IRDAN106RP0009V01201819A0048V01201819_GEN2505.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0009V01201819A0048V01201819_GEN2505.pdf/c5f18489-b40f-66d7-898d-77c32ef60eed?version=1.1&t=1668685427991&download=true
156,Non-Archived,GEN2490,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,5 year Long term standard Motor Package policy for two wheeler,Main product,IRDAN106RP0006V01201819,30-08-2018,IRDAN106RP0006V01201819_GEN2490.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0006V01201819_GEN2490.pdf/eab9ffca-e955-e953-e776-8e03b2136a99?version=1.1&t=1668671715536&download=true
157,Non-Archived,GEN2509,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Daily Rental/Travel Cost for Bundled Cover for private cars,Add on,IRDAN106RP0010V01201819/A0052V01201819,04-09-2018,IRDAN106RP0010V01201819A0052V01201819_GEN2509.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0010V01201819A0052V01201819_GEN2509.pdf/e255314e-188d-24cc-2304-596eae8aa931?version=1.1&t=1668685953388&download=true
157,Non-Archived,GEN2508,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,New Vehicle Replacement for Bundled Cover for private cars,Add on,IRDAN106RP0010V01201819/A0051V01201819,04-09-2018,IRDAN106RP0010V01201819A0051V01201819_GEN2508.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0010V01201819A0051V01201819_GEN2508.pdf/1f74d24d-5304-31ae-e766-8c1bda9d0876?version=1.1&t=1668685845770&download=true
157,Non-Archived,GEN2519,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Depreciation Waiver for 3 year Long Term Package policy for Private Cars,Add on,IRDAN106RP0009V01201819/A0037V01201819,04-09-2018,IRDAN106RP0009V01201819A0037V01201819_GEN2519.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0009V01201819A0037V01201819_GEN2519.pdf/09d4bbc7-c455-ba2d-2940-3ec4fecc75f2?version=1.1&t=1668687249344&download=true
157,Non-Archived,GEN2510,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Personal Effect And Belongings for Bundled Cover for private cars,Add on,IRDAN106RP0010V01201819/A0053V01201819,04-09-2018,IRDAN106RP0010V01201819A0053V01201819_GEN2510.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0010V01201819A0053V01201819_GEN2510.pdf/5544422c-c643-7721-066b-d82e2c8309ef?version=1.1&t=1668686098744&download=true
157,Non-Archived,GEN2511,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Medical Expenses for Bundled Cover for private cars,Add on,IRDAN106RP0010V01201819/A0054V01201819,04-09-2018,IRDAN106RP0010V01201819A0054V01201819_GEN2511.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0010V01201819A0054V01201819_GEN2511.pdf/99a143d5-f9c8-0989-5f5a-b1c8314b5662?version=1.1&t=1668686206825&download=true
157,Non-Archived,GEN2512,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Personal Accident Coverage for Bundled Cover for private cars,Add on,IRDAN106RP0010V01201819/A0055V01201819,04-09-2018,IRDAN106RP0010V01201819A0055V01201819_GEN2512.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0010V01201819A0055V01201819_GEN2512.pdf/44b889a9-8c27-f480-a892-5c75f5cecd0d?version=1.1&t=1668686292495&download=true
157,Non-Archived,GEN2521,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,New Vehicle Replacement for 5 year Long Term Package policy for two wheelers,Add on,IRDAN106RP0006V01201819/A0012V01201819,04-09-2018,IRDAN106RP0006V01201819A0012V01201819_GEN2521.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0006V01201819A0012V01201819_GEN2521.pdf/917ead99-6959-7c62-4a73-365308355f83?version=1.1&t=1668687403762&download=true
157,Non-Archived,GEN2522,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Daily Rental/Travel Cost for 5 year Long Term Package policy for two wheelers,Add on,IRDAN106RP0006V01201819/A0013V01201819,04-09-2018,IRDAN106RP0006V01201819A0013V01201819_GEN2522.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0006V01201819A0013V01201819_GEN2522.pdf/27aec22d-1933-b40c-b8d3-94345b8dfc56?version=1.1&t=1668687470272&download=true
157,Non-Archived,GEN2525,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Personal Accident Coverage for 5 year Long Term Package policy for two wheelers,Add on,IRDAN106RP0006V01201819/A0016V01201819,04-09-2018,IRDAN106RP0006V01201819A0016V01201819_GEN2525.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0006V01201819A0016V01201819_GEN2525.pdf/43f637a5-82af-0f8c-605e-994beb525aba?version=1.1&t=1668749161371&download=true
157,Non-Archived,GEN2514,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Increased Property Damage Liablity Benefit for Bundled Cover for private cars,Add on,IRDAN106RP0010V01201819/A0057V01201819,04-09-2018,IRDAN106RP0010V01201819A0057V01201819_GEN2514.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0010V01201819A0057V01201819_GEN2514.pdf/f508aaa6-7993-7e1f-05b8-54a2522131e4?version=1.1&t=1668686516305&download=true
157,Non-Archived,GEN2513,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,No Claim Bonus (Ncb) Protection for Bundled Cover for private cars,Add on,IRDAN106RP0010V01201819/A0056V01201819,04-09-2018,IRDAN106RP0010V01201819A0056V01201819_GEN2513.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0010V01201819A0056V01201819_GEN2513.pdf/3b6c763a-94d3-85b7-43cf-5832b9f4c84a?version=1.1&t=1668686367776&download=true
157,Non-Archived,GEN2518,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Depreciation Waiver for Bundled Cover for private cars,Add on,IRDAN106RP0010V01201819/A0050V01201819,04-09-2018,IRDAN106RP0010V01201819A0050V01201819_GEN2518.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0010V01201819A0050V01201819_GEN2518.pdf/4b677efa-d6ba-c5c8-e797-330f26a86a77?version=1.1&t=1668686815894&download=true
157,Non-Archived,GEN2516,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Towing And/Or Removal/Storage Of The Insured Vehicle for Bundled Cover for private cars,Add on,IRDAN106RP0010V01201819/A0059V01201819,04-09-2018,IRDAN106RP0010V01201819A0059V01201819_GEN2516.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0010V01201819A0059V01201819_GEN2516.pdf/7fcda405-deec-9bcf-1152-a441d9608d2d?version=1.1&t=1668686691719&download=true
157,Non-Archived,GEN2523,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Personal Effect And Belongings for 5 year Long Term Package policy for two wheelers,Add on,IRDAN106RP0006V01201819/A0014V01201819,04-09-2018,IRDAN106RP0006V01201819A0014V01201819_GEN2523.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0006V01201819A0014V01201819_GEN2523.pdf/c9d80e01-6ddf-d3ae-32b6-68776f18e811?version=1.1&t=1668687528210&download=true
157,Non-Archived,GEN2506,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,New Vehicle Replacement for 3 year Long Term Package policy for Private Cars,Add on,IRDAN106RP0009V01201819/A0038V01201819,04-09-2018,IRDAN106RP0009V01201819A0038V01201819_GEN2506.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0009V01201819A0038V01201819_GEN2506.pdf/0341698c-2001-6c95-f5e6-6f09bce5ceb8?version=1.1&t=1668685511764&download=true
157,Non-Archived,GEN2507,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,On-Road Protector Coverage for 3 year Long Term Package policy for Private Cars,Add on,IRDAN106RP0009V01201819/A0049V01201819,04-09-2018,IRDAN106RP0009V01201819A0049V01201819_GEN2507.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0009V01201819A0049V01201819_GEN2507.pdf/ed7145ca-4866-bb76-383d-b88bc444a75d?version=1.1&t=1668685752476&download=true
157,Non-Archived,GEN2515,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Wreckage/Debris Removal And Transhipment Cost for Bundled Cover for private cars,Add on,IRDAN106RP0010V01201819/A0058V01201819,04-09-2018,IRDAN106RP0010V01201819A0058V01201819_GEN2515.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0010V01201819A0058V01201819_GEN2515.pdf/7d10785c-42f7-f12d-1e2e-e071c2ba8cca?version=1.1&t=1668686603724&download=true
157,Non-Archived,GEN2517,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Accomodation And Travelling Expenses for Bundled Cover for private cars,Add on,IRDAN106RP0010V01201819/A0060V01201819,04-09-2018,IRDAN106RP0010V01201819A0060V01201819_GEN2517.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0010V01201819A0060V01201819_GEN2517.pdf/0b2962b8-7792-9e9e-373d-4d9d39eeb2c6?version=1.1&t=1668686756946&download=true
157,Non-Archived,GEN2524,2018-2019,IFFCO Tokio General Insurance Co. Ltd.,Medical Expenses for 5 year Long Term Package policy for two wheelers,Add on,IRDAN106RP0006V01201819/A0015V01201819,04-09-2018,IRDAN106RP0006V01201819A0015V01201819_GEN2524.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0006V01201819A0015V01201819_GEN2524.pdf/68a0cea7-2ed8-1732-99f5-6d991bca17b6?version=1.1&t=1668749082745&download=true
