Page Number,Archive / Non Archive,S.no,Financial Year,Name of the Insurer,Product Name,Type Of Product,UIN,Date of Approval,Documents,document_link
4,Non-Archived,GEN5228,2022-2023,Kotak Mahindra General Insurance Company Limited,Add on Covers to Kotak Bharat Laghu Udyam Suraksha - Undamaged property,Add-on,IRDAN152RP0003V01202021/A0011V01202223,12-07-2022,IRDAN152RP0003V01202021A0011V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0003V01202021A0011V01202223.pdf/b99af331-ca73-b415-2fdf-7f28f28ff62f?version=1.0&t=1677058684232&download=true
4,Non-Archived,GEN5062,2022-2023,Liberty General Insurance Limited,Liberty Bharat Griha Raksha,Main Product,IRDAN150RP0016V02202021,21-04-2022,IRDAN150RP0016V02202021.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN150RP0016V02202021.pdf/f6fa4721-66dc-2d47-dcac-a5a6acd42414?version=1.0&t=1677059418070&download=true
4,Non-Archived,GEN5245,2022-2023,Kotak Mahindra General Insurance Company Limited,Add on Covers to Kotak Bharat Griha Raksha - Tenants Liability,Add-on,IRDAN152RP0002V01202021/A0016V01202223,26-08-2022,IRDAN152RP0002V01202021A0016V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0002V01202021A0016V01202223.pdf/2aa33ffb-d0b6-e7b1-b0e8-978b6c790dc2?version=1.0&t=1677059415070&download=true
4,Non-Archived,GEN5219,2022-2023,Kotak Mahindra General Insurance Company Limited,Add on Covers to Kotak Bharat Laghu Udyam Suraksha - Escalation,Add-on,IRDAN152RP0003V01202021/A0007V01202223,12-07-2022,IRDAN152RP0003V01202021A0007V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0003V01202021A0007V01202223.pdf/1b88c590-e776-1a7e-b3d7-b9986d22c13f?version=1.0&t=1677059414423&download=true
4,Non-Archived,GEN5173,2022-2023,Magma HDI General Insurance Company Limited,Cover for consequential damage to engine Add-on cover under Stand-Alone Own Damage Policy for Privat,Add-on,IRDAN149RP0001V01201920/A0007V02201920,02-06-2022,IRDAN149RP0001V01201920A0007V02201920.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN149RP0001V01201920A0007V02201920.pdf/23c0f8d4-a7c2-2dae-5ae4-7a4e85ead660?version=1.0&t=1677059424183&download=true
4,Non-Archived,GEN5227,2022-2023,Kotak Mahindra General Insurance Company Limited,Add on Covers to Kotak Bharat Laghu Udyam Suraksha - Minor works,Add-on,IRDAN152RP0003V01202021/A0010V01202223,12-07-2022,IRDAN152RP0003V01202021A0010V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0003V01202021A0010V01202223.pdf/70360724-a4c7-bf0d-3137-2e3dca52e43f?version=1.0&t=1677041778626&download=true
4,Non-Archived,GEN5178,2022-2023,Kotak Mahindra General Insurance Company Limited,Kotak Marine Cargo Insurance - Retail,Main Product,IRDAN152RP0001V01202223,08-06-2022,IRDAN152RP0001V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0001V01202223.pdf/a06e75b8-2cde-19dc-d8ff-0d83528f6f9f?version=1.0&t=1677059416765&download=true
4,Non-Archived,GEN5064,2022-2023,Liberty General Insurance Limited,Gap Value Cover,Add-on,IRDAN150RP0035V01201213/A0018V02201213,21-04-2022,IRDAN150RP0035V01201213A0018V02201213.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN150RP0035V01201213A0018V02201213.pdf/942babcd-dae0-2d2b-c0a5-77a9e081eb74?version=1.0&t=1677059417409&download=true
4,Non-Archived,GEN5246,2022-2023,Kotak Mahindra General Insurance Company Limited,Add on Covers to Kotak Bharat Griha Raksha - Landscaping expenses,Add-on,IRDAN152RP0002V01202021/A0015V01202223,26-08-2022,IRDAN152RP0002V01202021A0015V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0002V01202021A0015V01202223.pdf/6ae793cc-2b55-9d2c-c363-39a689402831?version=1.0&t=1677059415653&download=true
4,Non-Archived,GEN5225,2022-2023,Kotak Mahindra General Insurance Company Limited,Add on Covers to Kotak Bharat Laghu Udyam Suraksha - Incidental Expenses,Add-on,IRDAN152RP0003V01202021/A0008V01202223,12-07-2022,IRDAN152RP0003V01202021A0008V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0003V01202021A0008V01202223.pdf/c93656ed-45c7-6a01-27e1-38a7cd24f3fa?version=1.0&t=1677059413490&download=true
4,Non-Archived,GEN5226,2022-2023,Kotak Mahindra General Insurance Company Limited,Add on Covers to Kotak Bharat Laghu Udyam Suraksha - Additional startup/ shut down expenses,Add-on,IRDAN152RP0003V01202021/A0009V01202223,12-07-2022,IRDAN152RP0003V01202021A0009V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0003V01202021A0009V01202223.pdf/0ae78a85-a015-a7f7-10b3-14012db95bc5?version=1.0&t=1677059412901&download=true
4,Non-Archived,GEN5248,2022-2023,Kotak Mahindra General Insurance Company Limited,Add on Covers to Kotak Bharat Griha Raksha - Incidental Expenses,Add-on,IRDAN152RP0002V01202021/A0014V01202223,26-08-2022,IRDAN152RP0002V01202021A0014V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0002V01202021A0014V01202223.pdf/03e88a4c-f51f-1592-2e30-18fa76cc973e?version=1.0&t=1677059416217&download=true
5,Non-Archived,GEN5198,2022-2023,The New India Assurance Co. Ltd.,Loss Minimization Expenses,Add-on,IRDAN190RP0010V02202021/A0007V01202223,12-07-2022,IRDAN190RP0010V02202021A0007V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN190RP0010V02202021A0007V01202223.pdf/c7e1f6d1-4573-0d18-8db0-9d0503abf0e9?version=1.0&t=1675850783851&download=true
5,Non-Archived,GEN5274,2022-2023,Kotak Mahindra General Insurance Company Limited,Kotak Maxima Product Liability Insurance,Main Produc,IRDAN152RP0019V01202223	t,22-09-2022,IRDAN152RP0019V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0019V01202223.pdf/7d1afbd4-72ac-870b-53a9-0e31829c8ead?version=1.0&t=1677059406313&download=true
5,Non-Archived,GEN5218,2022-2023,Kotak Mahindra General Insurance Company Limited,Add on Covers to Kotak Bharat Sookshma Udyam Suraksha - Escalation,Add-on,IRDAN152RP0004V01202021/A0002V01202223,12-07-2022,IRDAN152RP0004V01202021A0002V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0004V01202021A0002V01202223.pdf/c525e62e-b06b-d48a-bc44-61053648aa70?version=1.0&t=1677059412211&download=true
5,Non-Archived,GEN5243,2022-2023,Kotak Mahindra General Insurance Company Limited,Kotak Machinery Loss of Profits Insurance,Main Product,IRDAN152RP0013V01202223,29-07-2022,IRDAN152RP0013V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0013V01202223.pdf/6dedde98-af70-bfef-452a-430159f616b8?version=1.0&t=1677059408384&download=true
5,Non-Archived,GEN5247,2022-2023,Kotak Mahindra General Insurance Company Limited,Kotak Maxima Directors and Officers Liability Insurance,Main Product,IRDAN152RP0017V01202223,26-08-2022,IRDAN152RP0017V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0017V01202223.pdf/9a99b257-43ae-0382-9506-7740be87fe10?version=1.0&t=1677059407731&download=true
5,Non-Archived,GEN5224,2022-2023,Kotak Mahindra General Insurance Company Limited,Add on Covers to Kotak Bharat Sookshma Udyam Suraksha - Undamaged property,Add-on,IRDAN152RP0004V01202021/A0006V01202223,12-07-2022,IRDAN152RP0004V01202021A0006V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0004V01202021A0006V01202223.pdf/9a82f6cb-bfa1-744a-bdfb-63a8ce7a8b9d?version=1.0&t=1677059409572&download=true
5,Non-Archived,GEN5273,2022-2023,Kotak Mahindra General Insurance Company Limited,Kotak Maxima Public Liability Insurance,Main Product,IRDAN152RP0018V01202223,22-09-2022,IRDAN152RP0018V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0018V01202223.pdf/c51778da-3179-a2a0-b9d4-a12f8016ce6f?version=1.0&t=1677059407134&download=true
5,Non-Archived,GEN5222,2022-2023,Kotak Mahindra General Insurance Company Limited,Add on Covers to Kotak Bharat Sookshma Udyam Suraksha - Additional startup/ shut down expenses,Add-on,IRDAN152RP0004V01202021/A0004V01202223,12-07-2022,IRDAN152RP0004V01202021A0004V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0004V01202021A0004V01202223.pdf/446b88aa-9744-832b-3f39-7bee6b614526?version=1.0&t=1677059410725&download=true
5,Non-Archived,GEN5230,2022-2023,Kotak Mahindra General Insurance Company Limited,Kotak Maxima Commercial General Liability Insurance,Main Product,IRDAN152RP0012V01202223,13-07-2022,IRDAN152RP0012V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0012V01202223.pdf/45ab482f-7307-8487-af82-18a7e75043f6?version=1.0&t=1677059408952&download=true
5,Non-Archived,GEN5223,2022-2023,Kotak Mahindra General Insurance Company Limited,Add on Covers to Kotak Bharat Sookshma Udyam Suraksha - Minor Works,Add-on,IRDAN152RP0004V01202021/A0005V01202223,12-07-2022,IRDAN152RP0004V01202021A0005V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0004V01202021A0005V01202223.pdf/bc2de338-efbd-98e0-0dc0-48f51392b2b9?version=1.0&t=1677059410155&download=true
5,Non-Archived,GEN5098,2022-2023,Go Digit General Insurance Limited,Involuntary Betterment,Add-on,IRDAN158RP0079V01202021/A0005V01202223,02-05-2022,IRDAN158RP0079V01202021A0005V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN158RP0079V01202021A0005V01202223.pdf/68c660fc-56e9-986e-0837-977f3f7c7105?version=1.0&t=1675849810224&download=true
5,Non-Archived,GEN5100,2022-2023,Go Digit General Insurance Limited,Involuntary Betterment,Add-on,IRDAN158RP0080V01202021/A0002V01202223,02-05-2022,IRDAN158RP0080V01202021A0002V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN158RP0080V01202021A0002V01202223.pdf/b9c0eead-fe6f-bde1-809b-0ae2aa59517c?version=1.0&t=1675850182170&download=true
5,Non-Archived,GEN5099,2022-2023,Go Digit General Insurance Limited,Involuntary Betterment,Add-on,IRDAN158RP0081V01202021/A0004V01202223,02-05-2022,IRDAN158RP0081V01202021A0004V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN158RP0081V01202021A0004V01202223.pdf/9e404254-55ac-bc86-ec4b-75bf9aa205df?version=1.0&t=1675850434001&download=true
5,Non-Archived,GEN5097,2022-2023,Go Digit General Insurance Limited,Fire Extinguishing/Fighting Expenses and Sprinkler upgrading costs,Add-on,IRDAN158RP0081V01202021/A0003V01202223,02-05-2022,IRDAN158RP0081V01202021A0003V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN158RP0081V01202021A0003V01202223.pdf/2b4c0bea-9f96-ff1c-b042-8d6840f4b98d?version=1.0&t=1675850315661&download=true
5,Non-Archived,GEN5285,2022-2023,Kotak Mahindra General Insurance Company Limited,Kotak Extended Warranty Insurance,Main Product,IRDAN152RP0026V01202223,19-10-2022,IRDAN152RP0026V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0026V01202223.pdf/faf0f442-562a-14bd-648f-a38c365de2c5?version=1.0&t=1677059405633&download=true
5,Non-Archived,GEN5096,2022-2023,Go Digit General Insurance Limited,Fire Extinguishing/Fighting Expenses and Sprinkler up grading costs,Add-on,IRDAN158RP0080V01202021/A0001V01202223,02-05-2022,IRDAN158RP0080V01202021A0001V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN158RP0080V01202021A0001V01202223.pdf/23cbef01-f180-be54-0d64-2ae364305b30?version=1.0&t=1675849963615&download=true
5,Non-Archived,GEN5059,2022-2023,Acko General Insurance Limited,Acko Bharat Griha Raksha,Main Product,IRDAN157RP0010V02202021,20-04-2022,IRDAN157RP0010V02202021.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN157RP0010V02202021.pdf/2ba905ee-fa37-975d-2fdb-53ae262b4ea7?version=1.0&t=1677059405042&download=true
5,Non-Archived,GEN5106,2022-2023,Go Digit General Insurance Limited,Digit Jewellers Secure Policy,Main Product,IRDAN158RP0007V01202223,10-05-2022,IRDAN158RP0007V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN158RP0007V01202223.pdf/64eb4730-32a0-964d-305f-27b003d4bb8e?version=1.0&t=1675849673601&download=true
5,Non-Archived,GEN5105,2022-2023,Go Digit General Insurance Limited,Digit Pet Insurance Policy,Main Product,IRDAN158RP0006V01202223,10-05-2022,IRDAN158RP0006V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN158RP0006V01202223.pdf/130e3254-22f3-57c3-1ba5-0357e9ea0bfc?version=1.0&t=1677059404435&download=true
5,Non-Archived,GEN5221,2022-2023,Kotak Mahindra General Insurance Company Limited,Add on Covers to Kotak Bharat Sookshma Udyam Suraksha - Incidental Expenses,Add-on,IRDAN152RP0004V01202021/A0003V01202223,12-07-2022,IRDAN152RP0004V01202021A0003V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0004V01202021A0003V01202223.pdf/20d99a08-8777-2090-142b-83a30070bcc5?version=1.0&t=1677059411312&download=true
6,Non-Archived,GEN5191,2022-2023,The New India Assurance Co. Ltd.,Involuntary betterment,Add-on,IRDAN190RP0011V02202021/A0004V01202223,12-07-2022,IRDAN190RP0011V02202021A0004V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN190RP0011V02202021A0004V01202223.pdf/c501e60d-81b4-cf60-38f1-8a9837c456b1?version=1.0&t=1675852418856&download=true
6,Non-Archived,GEN5193,2022-2023,The New India Assurance Co. Ltd.,Escalation Cover,Add-on,IRDAN190RP0012V02202021/A0025V01202223,12-07-2022,IRDAN190RP0012V02202021A0025V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN190RP0012V02202021A0025V01202223.pdf/cb0ad597-a681-1107-2fcc-3ba63d60a993?version=1.0&t=1675854719361&download=true
6,Non-Archived,GEN5199,2022-2023,The New India Assurance Co. Ltd.,Immediate Repairs for Building,Add-on,IRDAN190RP0010V02202021/A0008V01202223,12-07-2022,IRDAN190RP0010V02202021A0008V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN190RP0010V02202021A0008V01202223.pdf/4cdc1b31-11d0-dc1d-fded-ca25a1490313?version=1.0&t=1675850959704&download=true
6,Non-Archived,GEN5189,2022-2023,The New India Assurance Co. Ltd.,Leakage & Overflow  Oils & Chemicals,Add-on,IRDAN190RP0011V02202021/A0002V01202223,12-07-2022,IRDAN190RP0011V02202021A0002V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN190RP0011V02202021A0002V01202223.pdf/36c35eb6-e69c-f291-83e8-d16497281b43?version=1.0&t=1675852104208&download=true
6,Non-Archived,GEN5188,2022-2023,The New India Assurance Co. Ltd.,Escalation Cover,Add-on,IRDAN190RP0011V02202021/A0001V01202223,12-07-2022,IRDAN190RP0011V02202021A0001V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN190RP0011V02202021A0001V01202223.pdf/5ce92d8d-1fe3-af32-c65b-511aceeb42b5?version=1.0&t=1675851942097&download=true
6,Non-Archived,GEN5192,2022-2023,The New India Assurance Co. Ltd.,Deterioration of stock in cold storage premises,Add-on,IRDAN190RP0011V02202021/A0005V01202223,12-07-2022,IRDAN190RP0011V02202021A0005V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN190RP0011V02202021A0005V01202223.pdf/df8e2f2f-3850-c059-f417-f9c682817e70?version=1.0&t=1675852566443&download=true
6,Non-Archived,GEN5201,2022-2023,The New India Assurance Co. Ltd.,"Omission to Insure additions, alterations or extensions",Add-on,IRDAN190RP0010V02202021/A0010V01202223,12-07-2022,IRDAN190RP0010V02202021A0010V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN190RP0010V02202021A0010V01202223.pdf/b32fcc7a-a007-f208-7183-c820fc1f5e7a?version=1.0&t=1675851229213&download=true
6,Non-Archived,GEN5200,2022-2023,The New India Assurance Co. Ltd.,Claims Preparation cost,Add-on,IRDAN190RP0010V02202021/A0009V01202223,12-07-2022,IRDAN190RP0010V02202021A0009V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN190RP0010V02202021A0009V01202223.pdf/5aee22e3-c357-9fea-d3bc-d3ecb0a42cdf?version=1.0&t=1675851089819&download=true
6,Non-Archived,GEN5202,2022-2023,The New India Assurance Co. Ltd.,Brokerage for Alternate accommodation,Add-on,IRDAN190RP0010V02202021/A0011V01202223,12-07-2022,IRDAN190RP0010V02202021A0011V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN190RP0010V02202021A0011V01202223.pdf/900272e4-899e-eb20-599d-9b3836ca541c?version=1.0&t=1675851812811&download=true
6,Non-Archived,GEN5190,2022-2023,The New India Assurance Co. Ltd.,Claims Preparation cost,Add-on,IRDAN190RP0011V02202021/A0003V01202223,12-07-2022,IRDAN190RP0011V02202021A0003V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN190RP0011V02202021A0003V01202223.pdf/b7fb711e-a321-163e-5134-c46e58a87db7?version=1.0&t=1675852267899&download=true
6,Non-Archived,GEN5210,2022-2023,The New India Assurance Co. Ltd.,3 Immediate Repair,Add-on,IRDAN190RP0011V02202021/A0015V01202223,12-07-2022,IRDAN190RP0011V02202021A0015V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN190RP0011V02202021A0015V01202223.pdf/28fd36a9-6d65-2ec0-102f-b5acd3aceb07?version=1.0&t=1675853123982&download=true
6,Non-Archived,GEN5215,2022-2023,The New India Assurance Co. Ltd.,Immediate Repair,Add-on,IRDAN190RP0012V02202021/A0019V01202223,12-07-2022,IRDAN190RP0012V02202021A0019V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN190RP0012V02202021A0019V01202223.pdf/c6f058ca-d711-db3e-37b3-9bd54e2b8fc7?version=1.0&t=1675853698515&download=true
6,Non-Archived,GEN5216,2022-2023,The New India Assurance Co. Ltd.,4 Brands & Trademarks clause,Add-on,IRDAN190RP0012V02202021/A0020V01202223,12-07-2022,IRDAN190RP0012V02202021A0020V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN190RP0012V02202021A0020V01202223.pdf/c86a6565-67c7-a43f-dc90-303f28132951?version=1.0&t=1675853827236&download=true
6,Non-Archived,GEN5212,2022-2023,The New India Assurance Co. Ltd.,5 Impact Damage due to Insured’s own Rail/Road Vehicles,Add-on,IRDAN190RP0011V02202021/A0017V01202223,12-07-2022,IRDAN190RP0011V02202021A0017V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN190RP0011V02202021A0017V01202223.pdf/2651f8ea-ae8b-b626-4a91-85001584a921?version=1.0&t=1675853565102&download=true
6,Non-Archived,GEN5209,2022-2023,The New India Assurance Co. Ltd.,2 Loss of Rent,Add-on,IRDAN190RP0011V02202021/A0014V01202223,12-07-2022,IRDAN190RP0011V02202021A0014V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN190RP0011V02202021A0014V01202223.pdf/4a06b9a2-6e30-d98c-a918-36a19d6db92b?version=1.0&t=1675852982298&download=true
6,Non-Archived,GEN5208,2022-2023,The New India Assurance Co. Ltd.,1 Spoilage Material Damage cover,Add-on,IRDAN190RP0011V02202021/A0013V01202223,12-07-2022,IRDAN190RP0011V02202021A0013V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN190RP0011V02202021A0013V01202223.pdf/a36c95a2-b34d-4514-47bd-8a493d22244e?version=1.0&t=1675852862405&download=true
6,Non-Archived,GEN5217,2022-2023,The New India Assurance Co. Ltd.,5 Impact Damage,Add-on,IRDAN190RP0012V02202021/A0021V01202223,12-07-2022,IRDAN190RP0012V02202021A0021V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN190RP0012V02202021A0021V01202223.pdf/128fbf37-1805-25da-45b3-ac6b12f5d8f5?version=1.0&t=1675854286304&download=true
6,Non-Archived,GEN5214,2022-2023,The New India Assurance Co. Ltd.,2 Loss of Rent,Add-on,IRDAN190RP0012V02202021/A0023V01202223,12-07-2022,IRDAN190RP0012V02202021A0023V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN190RP0012V02202021A0023V01202223.pdf/31009eaa-5f09-69b0-5fcd-13d6a1bf161b?version=1.0&t=1675854565195&download=true
6,Non-Archived,GEN5213,2022-2023,The New India Assurance Co. Ltd.,1 Spoilage Material Damage cover,Add-on,IRDAN190RP0012V02202021/A0022V01202223,12-07-2022,IRDAN190RP0012V02202021A0022V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN190RP0012V02202021A0022V01202223.pdf/ccb8b35d-9691-2969-4c28-a207ebfe63ed?version=1.0&t=1675854442410&download=true
6,Non-Archived,GEN5211,2022-2023,The New India Assurance Co. Ltd.,4 Brands & Trademarks clause,Add-on,IRDAN190RP0011V02202021/A0016V01202223,12-07-2022,IRDAN190RP0011V02202021A0016V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN190RP0011V02202021A0016V01202223.pdf/e07b5766-9467-4cb3-6075-3b31de6741fb?version=1.0&t=1675853305388&download=true
7,Non-Archived,GEN5249,2022-2023,The New India Assurance Co. Ltd.,New India Bharat Flexi Griha Raksha Policy,Main Product,IRDAN190RP0032V01202223,26-08-2022,IRDAN190RP0032V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN190RP0032V01202223.pdf/ff25f206-b1c5-3e37-f5d4-e13c27ab482c?version=1.0&t=1675855430600&download=true
7,Non-Archived,GEN5197,2022-2023,The New India Assurance Co. Ltd.,Deterioration of stock in cold storage premises,Add-on,IRDAN190RP0012V02202021/A0029V01202223,12-07-2022,IRDAN190RP0012V02202021A0029V01202223.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN190RP0012V02202021A0029V01202223.pdf/07b28460-55f1-0bea-95b9-c70da523b6a8?version=1.0&t=1675855286186&download=true
