Page Number,Archive / Non Archive,Financial Year,Name of the Insurer,Product Name,UIN,Type Of Product,Date Of Launch/Effecting Modification,Date Of Closing / Withdrawal,Protection/ Savings/ Retirement,Par/Non-par,Individual/Group,Remarks,Download,document_link
47,Non-Archived,2015-16,Pramerica Life Insurance Ltd.,Pramerica Life Magnum Assure,140N047V01,Non-ULIP,2015-07-2020-07-2015,2019-11-0404-11-2019,Savings,Non-Par,Individual,,140N047V01_2015-16587 KB,https://irdai.gov.in/documents/37343/563751/140N047V01_2015-16.pdf/9583979c-92af-5f90-df16-81c986e02944?version=1.1&t=1667544151597&download=true
47,Non-Archived,2015-16,Pramerica Life Insurance Ltd.,Pramerica Life Smart Money Back,140N045V01,Non-ULIP,2015-04-2727-04-2015,2016-07-3030-07-2016,Savings,Par,Individual,,140N045V01_2015-16610 KB,https://irdai.gov.in/documents/37343/563751/140N045V01_2015-16.pdf/42caa59f-855b-40a1-8db5-b9e651e5f4f8?version=1.1&t=1667544017844&download=true
47,Non-Archived,2015-16,Pramerica Life Insurance Ltd.,Pramerica Life Smart Income,140N044V01,Non-ULIP,2015-04-2727-04-2015,2016-07-3030-07-2016,Savings,Non-Par,Individual,,140N044V01_2015-16589 KB,https://irdai.gov.in/documents/37343/563751/140N044V01_2015-16.pdf/91ede9af-5dea-e9a9-0a63-da20b382fa5d?version=1.1&t=1667544090212&download=true
47,Non-Archived,2015-16,PNB MetLife India Insurance Co. Ltd.,MetLife Accidental Disability Benefit Rider,117B022V01,Non-ULIP,2015-11-0505-11-2015,2019-11-1515-11-2019,Protection,Non PAR,Individual,,117B022V01_2015-161.4 MB,https://irdai.gov.in/documents/37343/563751/117B022V01_2015-16.pdf/ddc080c2-2c0d-1ac9-0491-c05c7efe482e?version=1.1&t=1667560957898&download=true
47,Non-Archived,2015-16,PNB MetLife India Insurance Co. Ltd.,MetLife Critical Illness Rider,117B023V01,Non-ULIP,2015-11-0505-11-2015,2019-11-1515-11-2019,Protection,Non PAR,Individual,,117B023V01_2015-161.7 MB,https://irdai.gov.in/documents/37343/563751/117B023V01_2015-16.pdf/470a7fe9-5978-c478-5a6a-f9c40f9078e9?version=1.1&t=1667560888094&download=true
47,Non-Archived,2015-16,PNB MetLife India Insurance Co. Ltd.,MetLife Unit Linked Employee Benefits Plan,117L084V02,ULIP,2015-10-1717-10-2015,2017-05-1919-05-2017,Savings,Non PAR,Group,,117L084V02_2015-16450 KB,https://irdai.gov.in/documents/37343/563751/117L084V02_2015-16.pdf/4a5ef7a7-b374-a406-9732-2d8730ea7a83?version=1.1&t=1667560822132&download=true
47,Non-Archived,2015-16,HDFC Life Insurance Company Limited,HDFC Life New Immediate Annuity Plan,101N084V03,Non-ULIP,2016-03-0404-03-2016,2017-05-1818-05-2017,Retirement,Non Par,Both,Annuity,101N084V03_2015-16725 KB,https://irdai.gov.in/documents/37343/563751/101N084V03_2015-16.pdf/375d22c9-98ac-1bca-0824-dcfd6ad198ab?version=1.1&t=1667809651085&download=true
47,Non-Archived,2015-16,HDFC Life Insurance Company Limited,HDFC Life Sanchay,101N097V02,Non-ULIP,2015-10-1313-10-2015,2017-12-1313-12-2017,Savings,Non Par,Individual,,101N097V02_2015-16454 KB,https://irdai.gov.in/documents/37343/563751/101N097V02_2015-16.pdf/7f94abcd-6ce4-680e-feaa-a7a8875f9615?version=1.1&t=1667809452852&download=true
47,Non-Archived,2015-16,PNB MetLife India Insurance Co. Ltd.,MetLife Accidental Death Benefit Rider Plus,117B020V01,Non-ULIP,2015-07-3131-07-2015,2017-07-1414-07-2017,Protection,Non PAR,Individual,,117B020V01_2015-16477 KB,https://irdai.gov.in/documents/37343/563751/117B020V01_2015-16.pdf/cca0826d-2d7b-2488-c97f-ee08612b194d?version=1.1&t=1667560454523&download=true
47,Non-Archived,2015-16,HDFC Life Insurance Company Limited,HDFC Life CSC suraksha plan,101N104V01,Non-ULIP,2015-07-2222-07-2015,2020-01-3030-01-2020,Protection,Non-Par,Individual,,101N104V01179 KB,https://irdai.gov.in/documents/37343/563751/101N104V01.pdf/297821d4-2a27-6540-4b00-de538d814cfb?version=1.2&t=1667809363462&download=true
47,Non-Archived,2015-16,Canara HSBC Oriental Bank of Commerce Life Insurance Co. Ltd.,Canara HSBC Oriental Bank of Commerce Life Insurance Corporate Group Term Plan,136N020V03,Non-ULIP,2015-09-0707-09-2015,2020-03-3131-03-2020,Protection,Non-Par,Group,,136N020V03497 KB,https://irdai.gov.in/documents/37343/563751/136N020V03.pdf/ce0254e3-5c94-5bf5-af44-107b5d5bff3e?version=1.1&t=1667465399704&download=true
47,Non-Archived,2015-16,Life Insurance Corporation of India,LIC's Jeevan Pragati Plan,512N306V01,Non-ULIP,2016-02-0303-02-2016,----,Savings,Par,Individual,,512N306V01225 KB,https://irdai.gov.in/documents/37343/563751/512N306V01.pdf/1acce970-c126-8144-4345-3f5c401b2a23?version=1.1&t=1668064442540&download=true
47,Non-Archived,2015-16,HDFC Life Insurance Company Limited,HDFC Life Pension Super Plus,101L085V03,ULIP,2016-03-0404-03-2016,2020-01-3131-01-2020,Retirement,Non Par,Individual,,101L085V03_2015-16692 KB,https://irdai.gov.in/documents/37343/563751/101L085V03_2015-16.pdf/44c8ce65-5162-d906-e155-6e03d00ad7db?version=1.1&t=1667809753677&download=true
47,Non-Archived,2015-16,HDFC Life Insurance Company Limited,HDFC Life Assured Pension Plan,101L109V01,ULIP,2015-11-1313-11-2015,2016-04-1717-04-2016,Retirement,Non Par,Individual,,101L109V01_2015-163.3 MB,https://irdai.gov.in/documents/37343/563751/101L109V01_2015-16.pdf/37906645-443e-0ef9-d04a-d18a6e32e402?version=1.1&t=1667809542684&download=true
47,Non-Archived,2015-16,HDFC Life Insurance Company Limited,HDFC Life New Immediate Annuity Plan - individual policy,101N084V02,Non-ULIP,2015-09-1616-09-2015,2016-03-0303-03-2016,Retirement,Non Par,Individual,,101N084V02-2_2015-162.1 MB,https://irdai.gov.in/documents/37343/563751/101N084V02-2_2015-16.pdf/787634f3-28cd-672a-8efc-2ee6d9ad7cfd?version=1.1&t=1667808443180&download=true
47,Non-Archived,2015-16,HDFC Life Insurance Company Limited,HDFC Life New Immediate Annuity Plan - Group policy,101N084V02,Non-ULIP,2015-09-1616-09-2015,2016-03-0303-03-2016,Retirement,Non Par,Group,,101N084V02-1_2015-162.1 MB,https://irdai.gov.in/documents/37343/563751/101N084V02-1_2015-16.pdf/abd746d6-2ca9-3c59-c588-8ea48083560c?version=1.1&t=1667808371781&download=true
47,Non-Archived,2015-16,PNB MetLife India Insurance Co. Ltd.,MetLife Complete Care Plus,117N093V01,Non-ULIP,2015-06-0202-06-2015,2017-01-2323-01-2017,Protection,Non PAR,Group,,117N093V01_2015-16448 KB,https://irdai.gov.in/documents/37343/563751/117N093V01_2015-16.pdf/756ccfac-445f-e55f-22a3-78f806b68962?version=1.1&t=1667560537096&download=true
48,Non-Archived,2015-16,Pramerica Life Insurance Ltd.,Pramerica Life Rakshak Gold,140N049V01,Non-ULIP,2015-11-2727-11-2015,2017-04-0101-04-2017,Savings,Non-Par,Individual,,140N049V01_2015-16529 KB,https://irdai.gov.in/documents/37343/563751/140N049V01_2015-16.pdf/90e926fe-3999-3303-9eba-d0e28caf5de9?version=1.1&t=1667545379141&download=true
48,Non-Archived,2015-16,Pramerica Life Insurance Ltd.,Pramerica Life Pradhan Mantri Jeevan Jyoti Bima Yojana,140G048V01,Non-ULIP,2015-09-3030-09-2015,----,Protection,Non-Par,Group,,140G048V01_2015-16475 KB,https://irdai.gov.in/documents/37343/563751/140G048V01_2015-16.pdf/1c3c9372-9e70-06cc-0958-03bf9ce3a302?version=1.1&t=1667545250708&download=true
48,Non-Archived,2015-16,Aditya Birla Sun Life Insurance Co. Ltd.,BSLI Group Capsecure Plan,109N084V02,Non-Ulip,2015-09-1616-09-2015,2019-10-2424-10-2019,Savings,Non-Par,Group,Product,109N084V02_2015-16285 KB,https://irdai.gov.in/documents/37343/563751/109N084V02_2015-16.pdf/3cf1c7cb-85fd-684f-a472-dc4755d073b0?version=1.1&t=1667281187719&download=true
48,Non-Archived,2015-16,Pramerica Life Insurance Ltd.,Pramerica Life Smart Fee Protect,140N050V01,Non-ULIP,2016-03-0101-03-2016,2019-12-2020-12-2019,Savings,Non-Par,Individual,,140N050V01_2015-16557 KB,https://irdai.gov.in/documents/37343/563751/140N050V01_2015-16.pdf/54cf7362-b477-f0d6-364d-634461352167?version=1.1&t=1667545526418&download=true
48,Non-Archived,2015-16,Pramerica Life Insurance Ltd.,Pramerica Life Group Term Plan - Employer Employee Scheme,140N034V03,Non-ULIP,2015-08-2727-08-2015,2017-03-3131-03-2017,Protection,Non-Par,Group,,140N034V03-2_2015-16545 KB,https://irdai.gov.in/documents/37343/563751/140N034V03-2_2015-16.pdf/aa26792c-8ecb-2b5c-38fe-feb9bad5310c?version=1.1&t=1667544825081&download=true
48,Non-Archived,2015-16,Pramerica Life Insurance Ltd.,Pramerica Life Group Term Plan - EDLI,140N034V03,Non-ULIP,2015-08-2727-08-2015,2017-03-3131-03-2017,Protection,Non-Par,Group,,140N034V03-1_2015-16469 KB,https://irdai.gov.in/documents/37343/563751/140N034V03-1_2015-16.pdf/1a1f13d3-95a2-31b5-0147-42ade26a7420?version=1.1&t=1667544746694&download=true
48,Non-Archived,2015-16,Aditya Birla Sun Life Insurance Co. Ltd.,BSLI Pradhan Mantri Jeevan Jyoti Bima Yojna,109G099V01,Non-Ulip,2015-09-1616-09-2015,----,Protection,Non-Par,Group,Product,109G099V01_2015-16405 KB,https://irdai.gov.in/documents/37343/563751/109G099V01_2015-16.pdf/db98906f-73cb-a103-08ca-b07250ccf932?version=1.1&t=1667281088092&download=true
48,Non-Archived,2015-16,Pramerica Life Insurance Ltd.,Pramerica Life Group Term Plan - Non Employer – Employee Scheme,140N034V03,Non-ULIP,2015-08-2727-08-2015,2017-03-3131-03-2017,Protection,Non-Par,Group,,140N034V03-3_2015-16482 KB,https://irdai.gov.in/documents/37343/563751/140N034V03-3_2015-16.pdf/ad386df7-7259-1437-80bb-03826b27d0b7?version=1.1&t=1667544904169&download=true
48,Non-Archived,2015-16,Aditya Birla Sun Life Insurance Co. Ltd.,BSLI Group Capsecure Pension Plan,109N082V02,Non-Ulip,2015-09-1616-09-2015,2019-10-2424-10-2019,Savings,Non-Par,Group,Product,109N082V02_2015-16469 KB,https://irdai.gov.in/documents/37343/563751/109N082V02_2015-16.pdf/cc5b203d-110c-6b6d-3fae-e4a30d979534?version=1.1&t=1667281527936&download=true
48,Non-Archived,2015-16,Pramerica Life Insurance Ltd.,Pramerica Life Sarv Suraksha,140N007V03,Non-ULIP,2015-08-3131-08-2015,2016-12-1313-12-2016,Protection,Non-Par,Group,,140N007V03_2015-16473 KB,https://irdai.gov.in/documents/37343/563751/140N007V03_2015-16.pdf/63b0b7c2-77e3-4ed2-2952-2abd806f916f?version=1.1&t=1667544984483&download=true
48,Non-Archived,2015-16,Aditya Birla Sun Life Insurance Co. Ltd.,BSLI Wealth Aspire Plan,109L100V01,ULIP,2015-09-1616-09-2015,2017-02-0303-02-2017,Savings,Non-Par,Individual,Product,109L100V01_2015-16700 KB,https://irdai.gov.in/documents/37343/563751/109L100V01_2015-16.pdf/abcae261-ddd4-c4fa-3b1f-992baa2d1bb3?version=1.1&t=1667281627159&download=true
48,Non-Archived,2015-16,Aditya Birla Sun Life Insurance Co. Ltd.,BSLI Immediate Annuity Plan,109N083V03,Non-Ulip,2015-09-1616-09-2015,2021-07-2323-07-2021,Retirement,Non-Par,Individual,Product,109N083V03_2015-16221 KB,https://irdai.gov.in/documents/37343/563751/109N083V03_2015-16.pdf/25382302-102c-b8e7-2adc-6ec339543c1a?version=1.1&t=1667280996402&download=true
48,Non-Archived,2015-16,Pramerica Life Insurance Ltd.,Pramerica Life Group Traditional Accidental Total and Permanent Disability (ATPD) & Accidental Death Benefit (ADB) Rider,140B008V01,Non-ULIP,2015-09-1515-09-2015,2017-03-3131-03-2017,Protection,Non-Par,Group,,140B008V01_2015-16384 KB,https://irdai.gov.in/documents/37343/563751/140B008V01_2015-16.pdf/0cd0cc3b-1519-bf19-cfd5-6b64e3baf9dc?version=1.1&t=1667544598507&download=true
48,Non-Archived,2015-16,Aditya Birla Sun Life Insurance Co. Ltd.,BSLI Hospital plus plan,109N101V01,Non-Ulip,2016-01-0707-01-2016,2020-01-3131-01-2020,Protection,Non-Par,Individual,Product,109N101V01_2015-16348 KB,https://irdai.gov.in/documents/37343/563751/109N101V01_2015-16.pdf/92647261-0145-5590-837b-b4fdf06b7233?version=1.1&t=1667282372893&download=true
48,Non-Archived,2015-16,Aditya Birla Sun Life Insurance Co. Ltd.,BSLI Critical Illness Rider,109B019V03,Non-Ulip,2016-01-0808-01-2016,----,Protection,Non-Par,Individual,Rider,109B019V03_2015-16159 KB,https://irdai.gov.in/documents/37343/563751/109B019V03_2015-16.pdf/5aeadb4d-bbdb-804d-b6ad-30b12c899ebc?version=1.1&t=1667282197545&download=true
48,Non-Archived,2015-16,Aditya Birla Sun Life Insurance Co. Ltd.,BSLI Group Protection Solutions,109N006V05,Non-Ulip,2015-12-0808-12-2015,2017-04-0909-04-2017,Protection,Non-Par,Group,Product,109N006V05_2015-16521 KB,https://irdai.gov.in/documents/37343/563751/109N006V05_2015-16.pdf/bc2faabc-dae5-06e8-3052-283a72b11dd3?version=1.1&t=1667282290150&download=true
48,Non-Archived,2015-16,Aditya Birla Sun Life Insurance Co. Ltd.,BSLI Hospital Care Rider,109B016V03,Non-Ulip,2016-01-0808-01-2016,----,Protection,Non-Par,Individual,Rider,109B016V03_2015-16161 KB,https://irdai.gov.in/documents/37343/563751/109B016V03_2015-16.pdf/504d200d-1613-6cb9-f81c-cdc0ca48df7a?version=1.1&t=1667281988816&download=true
48,Non-Archived,2015-16,Aditya Birla Sun Life Insurance Co. Ltd.,BSLI Surgical Care Rider,109B015V03,Non-Ulip,2016-01-0808-01-2016,----,Protection,Non-Par,Individual,Rider,109B015V03_2015-16159 KB,https://irdai.gov.in/documents/37343/563751/109B015V03_2015-16.pdf/ca573734-bdee-3bf3-4986-848acbf1770d?version=1.1&t=1667281893931&download=true
48,Non-Archived,2015-16,Aditya Birla Sun Life Insurance Co. Ltd.,BSLI Wealth Max Plan,109L073V03,ULIP,2015-11-1313-11-2015,2019-02-1414-02-2019,Savings,Non-Par,Individual,Product,109L073V03_2015-16408 KB,https://irdai.gov.in/documents/37343/563751/109L073V03_2015-16.pdf/e57e0a68-65d6-ad4b-9f6b-2fb50e0cf4a1?version=1.1&t=1667281784016&download=true
48,Non-Archived,2015-16,Aditya Birla Sun Life Insurance Co. Ltd.,BSLI Accident Death and Disability Rider,109B018V03,Non-Ulip,2016-01-0808-01-2016,----,Protection,Non-Par,Individual,Rider,109B018V03_2015-16166 KB,https://irdai.gov.in/documents/37343/563751/109B018V03_2015-16.pdf/69ae3525-7019-b774-d722-05714ef9e12a?version=1.1&t=1667282094298&download=true
49,Non-Archived,2014-15,Star Union Dai-ichi Life Insurance Co.Ltd,SUD Life Group Term Insurance Plus,142N046V01,Non-ULIP,2015-03-2424-03-2015,2017-03-3131-03-2017,Protection,Non-Par,Group,,05 Policy_Doc_Group_Term_Insurance_Plus_2014-15678 KB,https://irdai.gov.in/documents/37343/563751/05+Policy_Doc_Group_Term_Insurance_Plus_2014-15.pdf/30c41278-2d7b-d0db-d1eb-fb967df46c1b?version=1.1&t=1667461465084&download=true
49,Non-Archived,2014-15,Tata AIA Life Insurance Co. Ltd,Tata AIA Life Insurance Smart Growth Plus,110N116V01,Non-ULIP,2015-03-0505-03-2015,2020-01-3131-01-2020,Savings,Par,Individual,,110N116V01_2014-15373 KB,https://irdai.gov.in/documents/37343/563751/110N116V01_2014-15.pdf/e973451c-905b-ec9f-012d-fbc3ad93c45a?version=1.1&t=1667374851855&download=true
49,Non-Archived,2014-15,Shriram Life Insurance Co. Ltd.,Shriram Life Assured Income Plan,128N053V01,Non Linked,2014-12-0101-12-2014,2019-12-1616-12-2019,Savings,Non par,Individual,,Shriram Life Assured Income Plan -Pol Bond_2014-15751 KB,https://irdai.gov.in/documents/37343/563751/Shriram+Life+Assured+Income+Plan+-Pol+Bond_2014-15.pdf/10977fcf-922c-7b27-0362-b83dd4238ed8?version=1.1&t=1667548288600&download=true
49,Non-Archived,2014-15,Tata AIA Life Insurance Co. Ltd,Tata AIA Life Insurance Waiver of Premium (Linked) Rider - UDR,110A026V01,ULIP,2015-04-2020-04-2015,2020-01-3131-01-2020,Protection,Non-par,Individual,,110A026V01_2014-152.6 MB,https://irdai.gov.in/documents/37343/563751/110A026V01_2014-15.pdf/8d21273e-fc53-f553-75e6-cc581ac7f178?version=1.1&t=1667374639354&download=true
49,Non-Archived,2014-15,Tata AIA Life Insurance Co. Ltd,Tata AIA Life Insurance NavKalyan Yojana,110N115V01,Non-ULIP,2014-12-2929-12-2014,2016-01-0101-01-2016,Protection,Non-par,Individual,,110N115V01_2014-15244 KB,https://irdai.gov.in/documents/37343/563751/110N115V01_2014-15.pdf/7bc4c166-ca54-1610-d3cd-68f975aaa485?version=1.1&t=1667375079993&download=true
49,Non-Archived,2014-15,Tata AIA Life Insurance Co. Ltd,Tata AIA Life Insurance Wealth Pro,110L111V01,ULIP,2014-12-1515-12-2014,2017-06-1010-06-2017,Savings,Non-par,Individual,,110L111V01_2014-15477 KB,https://irdai.gov.in/documents/37343/563751/110L111V01_2014-15.pdf/5d550d6c-7a2f-9391-2eea-498d90a14d29?version=1.1&t=1667375195218&download=true
49,Non-Archived,2014-15,Tata AIA Life Insurance Co. Ltd,Tata AIA Life Insurance Wealth Maxima,110L114V01,ULIP,2014-12-1515-12-2014,2017-06-1010-06-2017,Savings,Non-par,Individual,,110L114V01_2014-15459 KB,https://irdai.gov.in/documents/37343/563751/110L114V01_2014-15.pdf/cf33d31c-c4e4-fa9c-0c68-d2da9c6e960c?version=1.1&t=1667375326733&download=true
49,Non-Archived,2014-15,Tata AIA Life Insurance Co. Ltd,Tata AIA Life Insurance Fortune Pro,110L112V01,ULIP,2014-12-1515-12-2014,2017-06-1010-06-2017,Savings,Non-par,Individual,,110L112V01_2014-15459 KB,https://irdai.gov.in/documents/37343/563751/110L112V01_2014-15.pdf/71e5af95-8f7d-51dd-d184-eb640deee86d?version=1.1&t=1667375520091&download=true
49,Non-Archived,2014-15,Tata AIA Life Insurance Co. Ltd,Tata AIA Life Insurance Fortune Maxima,110L113V01,ULIP,2014-12-1515-12-2014,2017-06-1010-06-2017,Savings,Non-par,Individual,,110L113V01_2014-15480 KB,https://irdai.gov.in/documents/37343/563751/110L113V01_2014-15.pdf/d1d8891b-eccb-681e-d369-41688d39162a?version=1.1&t=1667375670449&download=true
49,Non-Archived,2014-15,Star Union Dai-ichi Life Insurance Co.Ltd,SUD Life Assured Income Plan,142N045V01,Non-ULIP,2015-03-1616-03-2015,2016-02-2323-02-2016,Savings,Non-Par,Individual,,04 Policy Doc_SUD_Life_Assured_Income_2014-15666 KB,https://irdai.gov.in/documents/37343/563751/04+Policy+Doc_SUD_Life_Assured_Income_2014-15.pdf/23ed3b99-0c11-3239-d2a7-bc06a8c00c51?version=1.1&t=1667461356617&download=true
49,Non-Archived,2014-15,Star Union Dai-ichi Life Insurance Co.Ltd,SUD Life Group Accidental Benefit Rider,142B006V01,Non-ULIP,2015-03-1313-03-2015,----,Protection,Par and Non-Par,Group,Rider,03 Policy_Doc_Group Accidental Benefit Rider_2014-15443 KB,https://irdai.gov.in/documents/37343/563751/03+Policy_Doc_Group+Accidental+Benefit+Rider_2014-15.pdf/9fbf411d-8488-6ff4-3358-e13975aa399d?version=1.1&t=1667461212918&download=true
49,Non-Archived,2014-15,Star Union Dai-ichi Life Insurance Co.Ltd,SUD Life Jeevan Ashray,142N044V01,Non-ULIP,2014-11-1818-11-2014,----,Savings,Non-Par,Individual,,01 Policy_Doc_Jeevan_Ashray_2014-15712 KB,https://irdai.gov.in/documents/37343/563751/01+Policy_Doc_Jeevan_Ashray_2014-15.pdf/58501120-6a6f-812b-7552-c40d99e982d9?version=1.2&t=1667460892231&download=true
49,Non-Archived,2014-15,Shriram Life Insurance Co. Ltd.,Shriram Accidental Death And Disability Income Rider,128A013V01,Linked,2015-03-0404-03-2015,----,Protection,Non par,Individual,,Endoresment Shriram Accidental Death & Disability income Rider cc_2014-15210 KB,https://irdai.gov.in/documents/37343/563751/Endoresment+Shriram+Accidental+Death+%26+Disability+income+Rider+cc_2014-15.pdf/c58d4c14-4057-c3fa-bf6e-bc7202b17ddb?version=1.1&t=1667548804799&download=true
49,Non-Archived,2014-15,Shriram Life Insurance Co. Ltd.,Shriram Accidental Death And Disability Rider,128A012V01,Linked,2015-03-0404-03-2015,----,Protection,Non par,Individual,,Endorsement For Shriram Accidental Death & Disability Rider 2015_2014-15121 KB,https://irdai.gov.in/documents/37343/563751/Endorsement+For+Shriram+Accidental+Death+%26+Disability+Rider+2015_2014-15.pdf/64df8731-c898-d1a6-42c9-998516d14d12?version=1.1&t=1667548728856&download=true
49,Non-Archived,2014-15,Shriram Life Insurance Co. Ltd.,Shriram Easy Life Cover,128N056V01,Non Linked,2015-06-0101-06-2015,2020-01-3131-01-2020,Savings,Non par,Individual,,Shriram Life Easy Life Cover- Pol Bond_2014-15568 KB,https://irdai.gov.in/documents/37343/563751/Shriram+Life+Easy+Life+Cover-+Pol+Bond_2014-15.pdf/5b921ed6-455a-580f-ee70-1890979d2c95?version=1.1&t=1667548666742&download=true
49,Non-Archived,2014-15,Shriram Life Insurance Co. Ltd.,Shriram Life Group Traditional Employee Benefit Plan,128N054V01,Non Linked,2015-03-1818-03-2015,2020-01-3131-01-2020,Protection,Non par,Group,,Group Traditional Employee Benefit - pol bond_2014-157.8 MB,https://irdai.gov.in/documents/37343/563751/Group+Traditional+Employee+Benefit+-+pol+bond_2014-15.pdf/758da278-64b9-3dce-45c4-753d2317acf1?version=1.1&t=1667548569642&download=true
49,Non-Archived,2014-15,Shriram Life Insurance Co. Ltd.,Shriram Guaranteed Wealth Preserver,128N055V01,Non Linked,2015-03-0202-03-2015,2015-06-0101-06-2015,Savings,Non par,Individual,,Shriram Guaranteed Wealth Preserver-Pol Bond_2014-15723 KB,https://irdai.gov.in/documents/37343/563751/Shriram+Guaranteed+Wealth+Preserver-Pol+Bond_2014-15.pdf/02c3f09f-db72-785f-c272-98b0b0daa2a5?version=1.1&t=1667548363080&download=true
49,Non-Archived,2014-15,Tata AIA Life Insurance Co. Ltd,Tata AIA Life Insurance Smart 7,110N118V01,Non-ULIP,2015-04-1313-04-2015,2020-01-3131-01-2020,Savings,Par,Individual,,110N118V01_2014-15272 KB,https://irdai.gov.in/documents/37343/563751/110N118V01_2014-15.pdf/29690083-4114-b0c8-9efb-e878a5604759?version=1.1&t=1667374958451&download=true
49,Non-Archived,2014-15,SBI Life Insurance Co. Ltd.,SBI Life - Suraksha Plus,111N051V02,Non-Linked,2014-06-0606-06-2014,2017-04-0101-04-2017,Protection,Non-Par,Group,,SBI Life - Suraksha Plus_2014-15569 KB,https://irdai.gov.in/documents/37343/563751/SBI+Life+-+Suraksha+Plus_2014-15.pdf/17453e94-c67d-8dee-7b16-f93ad34f78be?version=1.0&t=1632480230225&download=true
49,Non-Archived,2014-15,Star Union Dai-ichi Life Insurance Co.Ltd,SUD Life Accidental Death and Total & Permanent Disability Benefit Rider- Traditional,142B005V01,,----,----,,,Individual,duplicate entry,02 Policy_Doc_Individual ADTPD Rider Traditional_2014-15630 KB,https://irdai.gov.in/documents/37343/563751/02+Policy_Doc_Individual+ADTPD+Rider+Traditional_2014-15.pdf/35bfc7e7-28e8-2675-908c-f00eb1247898?version=1.1&t=1667543104393&download=true
50,Non-Archived,2014-15,Bharti AXA Life Insurance Co. Ltd,Bharti AXA Life eProtect +,130N062V01,Non-ULIP,2015-03-0909-03-2015,2017-04-1818-04-2017,Protection,Non-Par,Individual,,130N062V01_2014-1586 KB,https://irdai.gov.in/documents/37343/563751/130N062V01_2014-15.pdf/1722c75d-103e-91f2-0748-55c4a628dbda?version=1.1&t=1667458828954&download=true
50,Non-Archived,2014-15,Canara HSBC Oriental Bank of Commerce Life Insurance Company Limited,Canara HSBC Oriental Bank of Commerce Life Insurance Smart Monthly Income Plan,136N029V02,Non-ULIP,2014-10-2929-10-2014,2017-05-0808-05-2017,Savings,Par,Individual,,136N029V02_2014-153.2 MB,https://irdai.gov.in/documents/37343/563751/136N029V02_2014-15.pdf/c728783a-84ff-c51c-e46a-0b1fea7f558a?version=1.1&t=1667471641624&download=true
50,Non-Archived,2014-15,Canara HSBC Oriental Bank of Commerce Life Insurance Company Limited,Canara HSBC Oriental Bank of Commerce Life Insurance Smart One Pay Plan,136L030V01,ULIP,2015-03-0303-03-2015,2017-12-0404-12-2017,Savings,Non-par,Individual,,136L030V01_2014-155.9 MB,https://irdai.gov.in/documents/37343/563751/136L030V01_2014-15.pdf/5d5e89cb-6eeb-6f43-2071-5c4b3426af91?version=1.1&t=1667471730304&download=true
50,Non-Archived,2014-15,Canara HSBC Oriental Bank of Commerce Life Insurance Company Limited,Canara HSBC Oriental Bank of Commerce Life Insurance Smart Goals Plan,136L031V01,ULIP,2015-04-2424-04-2015,2017-05-0808-05-2017,Savings,Non-par,Individual,,136L031V01_2014-155 MB,https://irdai.gov.in/documents/37343/563751/136L031V01_2014-15.pdf/4e7e763c-ec6d-c4ab-8e44-353af8c41ae6?version=1.1&t=1667471900367&download=true
50,Non-Archived,2014-15,Kotak Mahindra Life Insurance Co. Ltd.,Kotak Preferred e-Term,107N090V01,Non ULIP,----,----,Protection,Non Par,Individual,,Policy Contract -Kotak Gratuity Group Plan_clean_June 5 2015_2014-15387 KB,https://irdai.gov.in/documents/37343/563751/Policy+Contract+-Kotak+Gratuity+Group+Plan_clean_June+5+2015_2014-15.pdf/edad5a14-9988-60c0-5c9f-1415cfafe867?version=1.1&t=1668079117578&download=true
50,Non-Archived,2014-15,Canara HSBC Oriental Bank of Commerce Life Insurance Company Limited,Canara HSBC Oriental Bank of Commerce Life Insurance Smart Life long Plan,136L032V01,ULIP,2015-04-2424-04-2015,2017-05-0808-05-2017,Savings,Non-par,Individual,,136L032V01_2014-157.6 MB,https://irdai.gov.in/documents/37343/563751/136L032V01_2014-15.pdf/f3d498fa-ff36-5621-5676-343424962ba4?version=1.1&t=1667472020017&download=true
50,Non-Archived,2014-15,Kotak Mahindra Life Insurance Co. Ltd.,Kotak Assured Income Accelerator,107N089V01,Non ULIP,----,----,Savings,Non Par,Individual,,Policy Contract - Kotak Leave Encashment Plan_clean_June 5 2015_2014-15714 KB,https://irdai.gov.in/documents/37343/563751/Policy+Contract+-+Kotak+Leave+Encashment+Plan_clean_June+5+2015_2014-15.pdf/6362e59f-ece8-3258-71d9-429d974924f0?version=1.1&t=1668078959857&download=true
50,Non-Archived,2014-15,Tata AIA Life Insurance Co. Ltd,Tata AIA Life Insurance Waiver of Premium Plus (Linked) Rider  - UDR,110A025V01,ULIP,2015-04-2020-04-2015,2020-01-3131-01-2020,Protection,Non-par,Individual,,110A025V01_2014-152.3 MB,https://irdai.gov.in/documents/37343/563751/110A025V01_2014-15.pdf/669dd8dd-7ad2-8575-988a-9f281a3f891d?version=1.1&t=1667374520871&download=true
50,Non-Archived,2014-15,Bharti AXA Life Insurance Co. Ltd,Bharti AXA Life Samriddhi,130N061V01,Non-ULIP,2014-12-0909-12-2014,2017-01-2727-01-2017,Savings,Par,Individual,,130N061V01_2014-15902 KB,https://irdai.gov.in/documents/37343/563751/130N061V01_2014-15.pdf/5578a4cd-0838-080d-91f7-6fcf0bd137d9?version=1.1&t=1667458734351&download=true
