Page Number,Archive / Non Archive,Financial Year,Name of the Insurer,Product Name,UIN,Type Of Product,Date Of Launch/Effecting Modification,Date Of Closing / Withdrawal,Protection/ Savings/ Retirement,Par/Non-par,Individual/Group,Remarks,Download,document_link
50,Non-Archived,2014-15,Tata AIA Life Insurance Co. Ltd,Tata AIA Life Insurance Insta Wealth Plan,110N117V01,Non-ULIP,2015-05-2525-05-2015,2017-08-1010-08-2017,Savings,Par,Individual,,110N117V01_2014-15280 KB,https://irdai.gov.in/documents/37343/563751/110N117V01_2014-15.pdf/0fae47a2-6e9f-b9b4-811c-5c7255e40277?version=1.1&t=1667374395745&download=true
50,Non-Archived,2014-15,Sahara India Life Insurance Co. Ltd.,Sahara Shrestha Nivesh Jeevan Bima,127N033V01,Non- Ulip,----,----,Savings,Non Par,Individual,,127N033V01_2014-15200 KB,https://irdai.gov.in/documents/37343/563751/127N033V01_2014-15.pdf/fa3909ce-b104-0cad-a247-1a32167091d4?version=1.1&t=1667469777044&download=true
50,Non-Archived,2014-15,SBI Life Insurance Co. Ltd.,SBI Life - Smart Income Protect,111N085V02,Non-Linked,2015-01-0505-01-2015,2016-08-0808-08-2016,Savings,Par,Individual,,SBI Life - Smart Income Protect_Policy Document_2014-15486 KB,https://irdai.gov.in/documents/37343/563751/SBI+Life+-+Smart+Income+Protect_Policy+Document_2014-15.pdf/9688bc95-539f-6753-fc2c-e424784f13e5?version=1.1&t=1667471039979&download=true
50,Non-Archived,2014-15,SBI Life Insurance Co. Ltd.,SBI Life - Smart Guaranteed Savings Plan,111N097V01,Non-Linked,2014-11-0303-11-2014,2019-01-2424-01-2019,Savings,Non-Par,Individual,,SBI Life - Smart Guaranteed Savings Plan_Policy document_2014-15392 KB,https://irdai.gov.in/documents/37343/563751/SBI+Life+-+Smart+Guaranteed+Savings+Plan_Policy+document_2014-15.pdf/7461e19e-b6fd-19d3-44ec-f304ba407655?version=1.1&t=1667470939199&download=true
50,Non-Archived,2014-15,Sahara India Life Insurance Co. Ltd.,Sahara Accidental Death Benefit Rider,127B005V01,Non- Ulip,----,----,Protection,Non Par,Individual,,127B005V01_2014-15206 KB,https://irdai.gov.in/documents/37343/563751/127B005V01_2014-15.pdf/e990cff8-5a21-b136-d971-5600395a82f1?version=1.1&t=1667470230688&download=true
50,Non-Archived,2014-15,Sahara India Life Insurance Co. Ltd.,Sahara Payback Jeevan Bima,127N035V01,Non- Ulip,----,----,Savings,Non Par,Individual,,127N035V01_2014-15287 KB,https://irdai.gov.in/documents/37343/563751/127N035V01_2014-15.pdf/ef29ffab-1041-7794-534c-b276bccf2ec0?version=1.1&t=1667470141339&download=true
50,Non-Archived,2014-15,Sahara India Life Insurance Co. Ltd.,Sahara Dhanavriddhi Jeevan Bima,127N034V01,Non- Ulip,----,----,Savings,Non Par,Individual,,127N034V01_2014-15394 KB,https://irdai.gov.in/documents/37343/563751/127N034V01_2014-15.pdf/7d1a4a14-27bf-a7a5-c570-4bd449774726?version=1.1&t=1667469951546&download=true
50,Non-Archived,2014-15,Bharti AXA Life Insurance Co. Ltd,Bharti AXA Life Elite Advantage,130N060V01,Non-ULIP,2014-08-2727-08-2014,2017-01-2727-01-2017,Savings,Non-Par,Individual,,130N060V01_2014-15929 KB,https://irdai.gov.in/documents/37343/563751/130N060V01_2014-15.pdf/32c5a1c5-0769-02da-f571-523ea0083ef7?version=1.1&t=1667458635745&download=true
50,Non-Archived,2014-15,Kotak Mahindra Life Insurance Co. Ltd.,Kotak Preferred Term Plan,107N009V06,Non ULIP,----,----,Protection,Non Par,Individual,,Policy Contract_Kotak Group Gratuity Plus Plan_clean_June 5 2015_2014-15364 KB,https://irdai.gov.in/documents/37343/563751/Policy+Contract_Kotak+Group+Gratuity+Plus+Plan_clean_June+5+2015_2014-15.pdf/0807ecfd-ea56-7793-45ac-01a69e0468e1?version=1.1&t=1668079297612&download=true
50,Non-Archived,2014-15,Tata AIA Life Insurance Co. Ltd,Tata AIA Life Insurance MahaLife Gold,110N029V02,Non-ULIP,2014-02-1010-02-2014,2019-12-0101-12-2019,Savings,Par,Individual,,110N029V02_2014-151.1 MB,https://irdai.gov.in/documents/37343/563751/110N029V02_2014-15.pdf/8b534fe0-2d37-e3d2-c2d6-2a431c266372?version=1.1&t=1667382051603&download=true
50,Non-Archived,2014-15,SBI Life Insurance Co. Ltd.,SBI Life - Smart Champ,111N098V01,Non-Linked,2014-11-2424-11-2014,2016-08-0808-08-2016,Savings,Par,Individual,,SBI Life - Smart Champ Policy Document_2014-15514 KB,https://irdai.gov.in/documents/37343/563751/SBI+Life+-+Smart+Champ+Policy+Document_2014-15.pdf/29f46173-0091-d4f0-5606-82be5e96b661?version=1.1&t=1667471271031&download=true
51,Non-Archived,2014-15,Life Insurance Corporation of India,LIC’s Jeevan Sangam,512N295V01,Non-ULIP,2015-03-0404-03-2015,2015-06-0202-06-2015,Savings,Par,Individual,,512N295V01_2014-15199 KB,https://irdai.gov.in/documents/37343/563751/512N295V01_2014-15.pdf/8dfd7901-480c-0c0a-dc16-a7a63afb2f5f?version=1.1&t=1668061690158&download=true
51,Non-Archived,2014-15,Life Insurance Corporation of India,LIC’s Limited Premium Endowment Plan,512N293V01,Non-ULIP,2014-12-0909-12-2014,2020-02-0101-02-2020,Savings,Par,Individual,,512N293V01_2014-15229 KB,https://irdai.gov.in/documents/37343/563751/512N293V01_2014-15.pdf/62ff15a3-b2d0-7afd-2444-533921674e50?version=1.1&t=1668061435466&download=true
51,Non-Archived,2014-15,Kotak Mahindra Life Insurance Co. Ltd.,Kotak Leave Encashment Group Plan,107L088V01,ULIP,----,----,Retirement,Non Par,Group,LeaveEnchasment Fund Product,Policy Document - Kotak Preferred Term Plan_June 5 2015_2014-15435 KB,https://irdai.gov.in/documents/37343/563751/Policy+Document+-+Kotak+Preferred+Term+Plan_June+5+2015_2014-15.pdf/92ab13c0-4493-8744-d86d-7fa65639e60a?version=1.1&t=1668079583589&download=true
51,Non-Archived,2014-15,Kotak Mahindra Life Insurance Co. Ltd.,Kotak Gratuity Plus Group Plan,107L091V01,ULIP,----,----,Retirement,Non Par,Group,Gratuity Fund Product,Policy Document-Kotak Assured Income Accelerator_June 5 2015_2014-15571 KB,https://irdai.gov.in/documents/37343/563751/Policy+Document-Kotak+Assured+Income+Accelerator_June+5+2015_2014-15.pdf/8bd241ac-eaca-24c6-1ef8-a933858a4b8e?version=1.1&t=1668079927925&download=true
51,Non-Archived,2014-15,Kotak Mahindra Life Insurance Co. Ltd.,Kotak Gratuity Group Plan,107L010V05,ULIP,----,----,Retirement,Non Par,Group,Gratuity Fund Product,Policy Document - Kotak Preferrede-Term Plan_clean_June 5 2015_2014-15454 KB,https://irdai.gov.in/documents/37343/563751/Policy+Document+-+Kotak+Preferrede-Term+Plan_clean_June+5+2015_2014-15.pdf/8d181a8f-ae5f-7131-49e6-a5cff4244d1b?version=1.1&t=1668079731315&download=true
51,Non-Archived,2014-15,Life Insurance Corporation of India,LIC’s New Children’s Money Back Plan,512N296V01,Non-ULIP,2015-03-0404-03-2015,2020-02-0101-02-2020,Savings,Par,Individual,,512N296V01_2014-15122 KB,https://irdai.gov.in/documents/37343/563751/512N296V01_2014-15.pdf/d7ac5efa-c0c5-b1f3-198e-e8d594fa6f55?version=1.1&t=1668061862046&download=true
51,Non-Archived,2014-15,Life Insurance Corporation of India,LIC's Bhagya Lakshmi,512N292V01,Non-ULIP,2014-12-2929-12-2014,2016-04-0101-04-2016,Protection,Non-Par,Individual,ROP on maturity,512N292V01_2014-15102 KB,https://irdai.gov.in/documents/37343/563751/512N292V01_2014-15.pdf/b873210b-b06c-294f-d9ea-336996cb9f82?version=1.1&t=1668060746102&download=true
51,Non-Archived,2014-15,Life Insurance Corporation of India,LIC’s Jeevan Lakshya,512N297V01,Non-ULIP,2015-03-1212-03-2015,2020-02-0101-02-2020,Savings,Par,Individual,,512N297V01_2014-15137 KB,https://irdai.gov.in/documents/37343/563751/512N297V01_2014-15.pdf/84a2c28d-e1e7-1aff-5b26-6194604b4c48?version=1.1&t=1668062061692&download=true
51,Non-Archived,2014-15,Life Insurance Corporation of India,LIC's Jeevan Shagun,512N290V01,Non-ULIP,2014-09-0101-09-2014,2014-11-3030-11-2014,Savings,Par,Individual,,Policy Document_ LIC's Jeevan shagun_2014-1584 KB,https://irdai.gov.in/documents/37343/563751/Policy+Document_+LIC%27s+Jeevan+shagun_2014-15.pdf/797cc427-65a8-7c61-78f1-cbd98e7ebe14?version=1.1&t=1668063520192&download=true
51,Non-Archived,2014-15,Life Insurance Corporation of India,LIC's e-Term,512N288V01,Non-ULIP,2014-05-1616-05-2014,2019-09-0101-09-2019,Protection,Non-Par,Individual,,Policy Document_LIC's e-Term_2014-1583 KB,https://irdai.gov.in/documents/37343/563751/Policy+Document_LIC%27s+e-Term_2014-15.pdf/e9319089-ca32-d043-4e81-edddec968799?version=1.1&t=1668062595249&download=true
51,Non-Archived,2014-15,Life Insurance Corporation of India,LIC's Jeevan Rakshak,512N289V01,Non-ULIP,2014-08-1919-08-2014,2019-11-0101-11-2019,Savings,Par,Individual,,Policy Document_LIC's Jeevan Rakshak_2014-15146 KB,https://irdai.gov.in/documents/37343/563751/Policy+Document_LIC%27s+Jeevan+Rakshak_2014-15.pdf/0d016310-f01d-0be3-07ee-d61355d0f9a7?version=1.1&t=1668063164477&download=true
51,Non-Archived,2014-15,Life Insurance Corporation of India,Varistha Pension Bima Yojana,512G291V01,Non-ULIP,----,----,Retirement,Non-Par,Individual,,Policy Document_Varishtha Pension Bima Yojana_2014-1583 KB,https://irdai.gov.in/documents/37343/563751/Policy+Document_Varishtha+Pension+Bima+Yojana_2014-15.pdf/2ac9b36c-45aa-a507-8943-b678f5bb2ee6?version=1.1&t=1668055445210&download=true
51,Non-Archived,2014-15,Max Life Insurance Co. Ltd.,Max Life Guaranteed Income Plan,104N085V01,Non ULIP,----,----,Savings,Non-Par,Individual,,1. Max Life Guaranteed Income Plan - Policy Contract_2014-151.8 MB,https://irdai.gov.in/documents/37343/563751/1.+Max+Life+Guaranteed+Income+Plan+-+Policy+Contract_2014-15.pdf/581f04be-9c6b-bdd1-848d-4cc6c990fe17?version=1.1&t=1667991851518&download=true
51,Non-Archived,2014-15,Max Life Insurance Co. Ltd.,Max Life Super Term Plan,104N086V01,Non ULIP,----,----,Protection,Non-Par,Individual,,2. Max Life Super Term Plan - Policy Contract_2014-15155 KB,https://irdai.gov.in/documents/37343/563751/2.+Max+Life+Super+Term+Plan+-+Policy+Contract_2014-15.pdf/6248f1be-ffde-54d7-9fe9-adb56ba5a20a?version=1.1&t=1667992420739&download=true
51,Non-Archived,2014-15,Max Life Insurance Co. Ltd.,Max Life Group Gratuity Premier Plan,104L087V01,ULIP,----,----,Savings,Non-Par,Group,,3. Max Life Group Gratuity Premier Plan - Policy Contract_2014-15416 KB,https://irdai.gov.in/documents/37343/563751/3.+Max+Life+Group+Gratuity+Premier+Plan+-+Policy+Contract_2014-15.pdf/6afafcfa-38ad-2094-4641-89bd78dac448?version=1.1&t=1667992501347&download=true
51,Non-Archived,2014-15,Kotak Mahindra Life Insurance Co. Ltd.,Kotak Sampoorn Bima Micro-Insurance Plan,107N092V01,Non ULIP,----,----,Savings,Non Par,Individual,,Policy Contract_Kotak micro Insurance Plan_June 5 2015_2014-15139 KB,https://irdai.gov.in/documents/37343/563751/Policy+Contract_Kotak+micro+Insurance+Plan_June+5+2015_2014-15.pdf/18b6cb55-07bd-81d9-4dd3-fc238a1ad302?version=1.1&t=1668079421328&download=true
51,Non-Archived,2014-15,Life Insurance Corporation of India,LIC's Single Premium Group Insurance,512N298V01,Non-ULIP,2015-05-0505-05-2015,----,Protection,Non-Par,Group,,512N298V01_2014-15276 KB,https://irdai.gov.in/documents/37343/563751/512N298V01_2014-15.pdf/90cbbfb9-7434-6fa6-c36a-bdf18a1e25a3?version=1.1&t=1668062351942&download=true
51,Non-Archived,2014-15,Max Life Insurance Co. Ltd.,Max Life Group Super Life Premier,104N088V01,Non ULIP,----,----,Protection,Non-Par,Group,,4. Max Life Super Life Premier Plan - Policy Contract_2014-15491 KB,https://irdai.gov.in/documents/37343/563751/4.+Max+Life+Super+Life+Premier+Plan+-+Policy+Contract_2014-15.pdf/82dae9d7-2da1-8576-9aa3-3cb576d1f8b3?version=1.1&t=1667992580119&download=true
51,Non-Archived,2014-15,Max Life Insurance Co. Ltd.,Max Life Accidental Death and Dismemberment Rider,104B027V01,Non ULIP,----,----,,Non-Par,Individual,,6. Max Life ADD Rider - Policy contract_2014-15417 KB,https://irdai.gov.in/documents/37343/563751/6.+Max+Life+ADD+Rider+-+Policy+contract_2014-15.pdf/e53d51d5-2a9b-20f8-5873-afbb4e6294e2?version=1.1&t=1667992901671&download=true
51,Non-Archived,2014-15,Max Life Insurance Co. Ltd.,Max Life Term Plus Rider,104B026V01,Non ULIP,----,----,,Non-Par,Individual,,5. Max Life Term Plus Rider - Policy contract_2014-15930 KB,https://irdai.gov.in/documents/37343/563751/5.+Max+Life+Term+Plus+Rider+-+Policy+contract_2014-15.pdf/908920ff-8935-708e-6918-1fd60d0c503d?version=1.1&t=1667992728296&download=true
52,Non-Archived,2014-15,Bajaj Allianz Life Insurance Co. Ltd,Bajaj Allianz Accidental Permanent Total/ Partial Disability Benefit Rider,116B036V01,Non-ULIP,2015-03-2727-03-2015,2019-12-0101-12-2019,Protection,Non-par,Individual,Rider,116B036V01_2014-1545 KB,https://irdai.gov.in/documents/37343/563751/116B036V01_2014-15.pdf/133bd04a-7d6a-85c7-951d-2595516c7d0b?version=1.1&t=1667384509116&download=true
52,Non-Archived,2014-15,Bajaj Allianz Life Insurance Co. Ltd,Bajaj Allianz Group Accidental Permanent Total/Partial Disability Benefit,116B010V02,Non-ULIP,2014-10-0606-10-2014,2017-08-2323-08-2017,Protection,Non-par,Group,Rider,116B010V02_2014-1571 KB,https://irdai.gov.in/documents/37343/563751/116B010V02_2014-15.pdf/5e394de4-8eee-b960-7dcc-63302302a3eb?version=1.1&t=1667381261582&download=true
52,Non-Archived,2014-15,Bajaj Allianz Life Insurance Co. Ltd,Bajaj Allianz Fortune Gain,116L125V01,ULIP,2014-08-2525-08-2014,2019-12-0101-12-2019,Protection/Savings,Non-par,Individual,Unit Linked Endowment Plan,116L125V01_2014-15520 KB,https://irdai.gov.in/documents/37343/563751/116L125V01_2014-15.pdf/cb7b95b5-0fb8-1676-fbb6-88391e3dcda8?version=1.1&t=1667381540909&download=true
52,Non-Archived,2014-15,Bajaj Allianz Life Insurance Co. Ltd,Bajaj Allianz Family Income Benefit Rider,116B037V01,Non-ULIP,2015-03-2727-03-2015,2019-12-0101-12-2019,Protection,Non-par,Individual,Rider,116B037V01_2014-1559 KB,https://irdai.gov.in/documents/37343/563751/116B037V01_2014-15.pdf/90c96343-7893-a78c-d507-02eeef3aaca5?version=1.1&t=1667384396590&download=true
52,Non-Archived,2014-15,Bajaj Allianz Life Insurance Co. Ltd,Bajaj Allianz Critical Illness Benefit Rider,116B035V01,Non-ULIP,2015-03-2727-03-2015,2019-12-0101-12-2019,Protection,Non-par,Individual,Rider,116B035V01_2014-1553 KB,https://irdai.gov.in/documents/37343/563751/116B035V01_2014-15.pdf/278e59dc-c4ab-52eb-8ac9-4a5c9ea669b8?version=1.1&t=1667384302437&download=true
52,Non-Archived,2014-15,Bajaj Allianz Life Insurance Co. Ltd,Bajaj Allianz Waiver of Premium Benefit Rider (Non-Linked),116B031V01,Non-ULIP,2015-03-1111-03-2015,2019-12-0101-12-2019,Protection,Non-par,Individual,Rider,116B031V01_2014-1557 KB,https://irdai.gov.in/documents/37343/563751/116B031V01_2014-15.pdf/f34c9766-575a-c552-47d9-200cf4a4e8a2?version=1.1&t=1667382102952&download=true
52,Non-Archived,2014-15,Bajaj Allianz Life Insurance Co. Ltd,Bajaj Allianz UL Waiver of Premium Benefit Rider,116A030V01,ULIP,2015-03-2424-03-2015,2019-12-0101-12-2019,Protection,Non-par,Individual,Rider,116A030V01_2014-1561 KB,https://irdai.gov.in/documents/37343/563751/116A030V01_2014-15.pdf/b97ee063-c26f-ce78-765a-c8e7ee696a05?version=1.1&t=1667381899561&download=true
52,Non-Archived,2014-15,Bajaj Allianz Life Insurance Co. Ltd,Bajaj Allianz Retire Rich,116L126V01,ULIP,2014-12-0101-12-2014,2019-12-0101-12-2019,Retirement,Non-par,Individual,Unit Linked Deferred annuity,116L126V01_2014-15154 KB,https://irdai.gov.in/documents/37343/563751/116L126V01_2014-15.pdf/ed84f818-f375-1ed6-cab6-ebc329713ce9?version=1.1&t=1667381791266&download=true
52,Non-Archived,2014-15,Bajaj Allianz Life Insurance Co. Ltd,Bajaj Allianz Pension Guarantee,116N036V04,Non-ULIP,2015-01-1414-01-2015,2015-10-2222-10-2015,Retirement,Non-par,Individual,Immediate Annuity Plan,116N036V04_2014-1574 KB,https://irdai.gov.in/documents/37343/563751/116N036V04_2014-15.pdf/dcd3b3d4-a66f-a90b-c308-ac55afd1fc31?version=1.1&t=1667381677472&download=true
52,Non-Archived,2014-15,Bajaj Allianz Life Insurance Co. Ltd,Bajaj Allianz Group Accidental Death Benefit Rider,116B005V03,Non-ULIP,2014-10-1010-10-2014,2017-08-2323-08-2017,Protection,Non-par,Group,Rider,116B005V03_2014-1562 KB,https://irdai.gov.in/documents/37343/563751/116B005V03_2014-15.pdf/72ccfb71-b3ea-d5ec-bb5d-ab88432c7e20?version=1.1&t=1667381412946&download=true
52,Non-Archived,2014-15,Aegon Life Insurance Co Ltd,AEGON Religare iMaximize Insurance Plan,138L030V03,ULIP,2014-12-1717-12-2014,2017-02-2323-02-2017,Savings,Non Participating,Individual,,138L030V03_2014-15164 KB,https://irdai.gov.in/documents/37343/563751/138L030V03_2014-15.pdf/13113a7e-a64d-1a6e-ac5a-94a00066b5cf?version=1.1&t=1667302053561&download=true
52,Non-Archived,2014-15,Aviva Life Insurance Co.India Ltd,Aviva Nayi Grameen Suraksha,122N108V01,Non-ULIP,----,----,Protection,Non-Par,Individual,,122N108V01_2014-15780 KB,https://irdai.gov.in/documents/37343/563751/122N108V01_2014-15.pdf/248beb50-c49d-80cd-cef0-5cd56a832ab5?version=1.1&t=1667375567657&download=true
52,Non-Archived,2014-15,Aviva Life Insurance Co.India Ltd,Aviva Annuity Plus,122N018V04,Non-ULIP,----,----,Retirement,Non-Par,Individual,,122N018V04_2014-15281 KB,https://irdai.gov.in/documents/37343/563751/122N018V04_2014-15.pdf/3f13f831-5fdc-70f5-3165-04f158472c63?version=1.1&t=1667375384049&download=true
52,Non-Archived,2014-15,Aviva Life Insurance Co.India Ltd,Aviva Corporate Shield Plus,122N066V03,Non-ULIP,----,----,Protection,Non-Par,Group,,122N066V03_2014-15230 KB,https://irdai.gov.in/documents/37343/563751/122N066V03_2014-15.pdf/842e434a-09b8-0fcf-2550-3191912dfabf?version=1.1&t=1667378555658&download=true
52,Non-Archived,2014-15,Aegon Life Insurance Co Ltd,AEGON Religare iCI Rider,138B011V01,Non ULIP,2014-09-3030-09-2014,2019-11-2525-11-2019,Protection,Non Participating,Individual,,138B011V01_2014-15112 KB,https://irdai.gov.in/documents/37343/563751/138B011V01_2014-15.pdf/ba73ab98-0f81-3933-ff53-949f2f606acd?version=1.1&t=1667302436782&download=true
52,Non-Archived,2014-15,Aegon Life Insurance Co Ltd,AEGON Religare Premier Endowment Insurance Plan,138N051V01,Non ULIP,2014-12-1818-12-2014,2016-09-0101-09-2016,Savings,Participating,Individual,,138N051V01_2014-15103 KB,https://irdai.gov.in/documents/37343/563751/138N051V01_2014-15.pdf/b96b7e1b-6cd3-038f-3ddf-e3d47da30629?version=1.1&t=1667302340905&download=true
52,Non-Archived,2014-15,Aegon Life Insurance Co Ltd,AEGON Religare iReturn Insurance Plan,138N050V01,Non ULIP,2015-01-0909-01-2015,2019-11-2525-11-2019,Protection,Non Participating,Individual,,138N050V01_2014-1593 KB,https://irdai.gov.in/documents/37343/563751/138N050V01_2014-15.pdf/127cfe83-65d6-a3d0-6c67-b3e052425729?version=1.1&t=1667302246837&download=true
52,Non-Archived,2014-15,Bajaj Allianz Life Insurance Co. Ltd,Bajaj Allianz ULIP Accidental Death Benefit Rider,116A013V02,ULIP,2015-05-1313-05-2015,2019-12-0101-12-2019,Protection,Non-par,Individual,Rider,116A013V02_2014-1539 KB,https://irdai.gov.in/documents/37343/563751/116A013V02_2014-15.pdf/2b519dd7-3816-1522-2d8a-9f2ff7a975cd?version=1.1&t=1667384616448&download=true
52,Non-Archived,2014-15,Aegon Life Insurance Co Ltd,AEGON Religare iMaximize Single Premium Insurance Plan,138L049V01,ULIP,2014-12-1717-12-2014,2017-03-1313-03-2017,Savings,Non Participating,Individual,,138L049V01_2014-15115 KB,https://irdai.gov.in/documents/37343/563751/138L049V01_2014-15.pdf/af3fc1df-8a81-9273-33ba-cb8ff76be066?version=1.1&t=1667302147876&download=true
52,Non-Archived,2014-15,Bajaj Allianz Life Insurance Co. Ltd,Bajaj Allianz Accidental Death Benefit Rider,116B034V01,Non-ULIP,2015-03-2727-03-2015,2019-12-0101-12-2019,Protection,Non-par,Individual,Rider,116B034V01_2014-1540 KB,https://irdai.gov.in/documents/37343/563751/116B034V01_2014-15.pdf/2ca7e842-dcae-7701-3f43-d34419baee88?version=1.1&t=1667384172380&download=true
53,Non-Archived,2014-15,Bajaj Allianz Life Insurance Co. Ltd,Bajaj Allianz ULIP Accidental Permanent Total/ Partial Disability Benefit Rider,116A014V02,ULIP,2015-05-1313-05-2015,2019-12-0101-12-2019,Protection,Non-par,Individual,Rider,116A014V02_2014-1541 KB,https://irdai.gov.in/documents/37343/563751/116A014V02_2014-15.pdf/c8416448-4891-0893-7eac-2b601258ecad?version=1.1&t=1667384716942&download=true
53,Non-Archived,2014-15,Bajaj Allianz Life Insurance Co. Ltd,Bajaj Allianz Young Assure,116N128V01,Non-ULIP,2015-03-2727-03-2015,2019-12-0101-12-2019,Savings,Par,Individual,Endowment Plan,116N128V01_2014-15147 KB,https://irdai.gov.in/documents/37343/563751/116N128V01_2014-15.pdf/f8f22b79-1aae-087a-60ec-2abf02ec5be7?version=1.1&t=1667385041393&download=true
53,Non-Archived,2014-15,Bajaj Allianz Life Insurance Co. Ltd,Bajaj Allianz ULIP Family Income Benefit Rider,116A033V01,ULIP,2015-05-1313-05-2015,2019-12-0101-12-2019,Protection,Non-par,Individual,Rider,116A033V01_2014-1564 KB,https://irdai.gov.in/documents/37343/563751/116A033V01_2014-15.pdf/cbcfc78e-87db-3006-a20e-3b05d325b97b?version=1.1&t=1667384909053&download=true
